0.843750	0.949219	0.976563
0.777344	0.910156	0.964844
0.710938	0.867188	0.953125
0.574219	0.781250	0.925781
0.507813	0.742188	0.914063
0.500000	0.699219	0.902344
0.300781	0.613281	0.875000
0.277344	0.558594	0.812500
0.250000	0.503906	0.746094
0.226563	0.449219	0.644531
0.199219	0.394531	0.539063
0.175781	0.335938	0.472656
0.152344	0.277344	0.406250
0.125000	0.214844	0.339844
0.097656	0.152344	0.269531
0.082031	0.125000	0.222656
