,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
366,-6.5897465,-6.7846117,-3.6392093,-2.065158,-1.7253101,-1.2193263,-1.5493453,0.6446719,5.535841,4.6366096,6.633443,7.0986805,-3.694445,-3.3370316,-2.5437295,-1.6085625,-2.4536192,-4.053158,-4.42718,-4.302451,-4.117665,-1.5857607,1.1875838,2.141738
365,-3.5514207,-2.7858496,-2.5445402,-3.2494247,-3.3863187,-2.6227415,-3.2553792,-3.8490057,-3.2095075,-3.6845982,-3.3422112,-2.8862,-2.353716,-2.8318167,-2.7443767,-2.3760319,-2.5137067,-3.4243524,-2.760336,-4.290634,0.5294055,-0.5886525,-1.1077493,-2.0697923
364,0.6147206,-0.5246401,-0.73429346,-0.82104206,-0.92784166,-0.70680976,-0.8597374,-0.3900051,-0.5486131,-0.9898186,-0.4246652,-1.8935204,-1.941061,-1.6002953,-2.3724139,-1.9250214,-2.4005413,-2.486229,-2.3761034,-4.1475534,-3.26249,-3.5151005,-3.031516,-4.1623564
363,1.4976442,2.1329641,1.1386216,2.5278687,0.0127494335,1.0722697,1.5233278,1.3568997,2.0075142,-0.56085587,-1.6845942,-1.2561679,-0.4253447,-0.30157566,-0.33788085,-1.5432656,-0.70455074,0.09649992,0.4369557,-0.2001524,0.14498234,0.58526397,0.82045496,0.329414
362,0.5061686,0.19876361,-1.2465894,-0.6209612,0.29346347,0.26590824,0.8318603,0.6379843,1.4685631,1.2712955,0.96731186,0.7907033,1.0206342,1.1922896,1.712054,0.8514583,0.8039057,1.5755951,1.4002025,1.2715966,1.7596543,2.176708,2.3717582,1.899147
361,4.219556,3.0908108,2.6515543,2.5309563,3.035003,4.4003487,2.280265,3.0220509,2.853024,2.8150618,2.685541,2.5156677,2.153188,1.9037426,1.5826702,1.1310339,-0.55928826,1.1271954,-0.6585717,2.2367477,0.3944069,1.4445066,1.0444224,-1.1022598
360,-1.1034995,0.16241074,0.081306696,1.2449324,3.3727825,3.9176643,4.007697,3.9374292,2.7360618,3.0873597,1.6307354,1.9161165,2.680719,3.1335115,3.5733342,3.8062692,3.1390905,2.5579214,3.219992,3.2084732,4.269257,3.5666883,4.1305156,3.7173061
359,1.4888436,1.6643047,1.1563301,2.3191273,2.6067972,3.6897123,2.4685562,2.0556688,2.5936604,1.9144416,1.7321765,0.5706012,0.13141036,0.6520331,0.59071183,0.73294044,1.3080001,0.44866204,1.9255817,0.7784784,-0.07476807,1.4384598,0.6827891,0.012758374
358,-0.98741055,-2.7978241,-1.7641902,-1.7251968,-1.3593972,-0.9464562,-0.2827108,0.25155544,0.49723387,0.9244323,0.9703636,0.74425936,0.06252527,1.4965475,1.4231384,1.1130929,1.3468742,0.6011188,1.9830585,2.4301796,1.6629487,0.11982918,2.7415812,1.583749
357,-1.4501065,-4.221278,-3.1010747,-2.3504078,-2.502799,-3.0123353,-2.7310193,-2.0643532,-2.2837222,-2.3481727,-1.3426244,-1.844585,-1.2560546,-0.42304993,-0.13620853,-0.5299926,0.27924776,0.48756003,0.56545734,-1.0740578,-2.5737672,-1.8911123,-1.6358316,0.7613033
356,-2.1414428,-1.3592243,-1.8719852,0.8346379,-0.11224151,0.17108321,0.07587671,-0.7396877,-1.7291069,-2.8147519,-0.5388677,-1.1800528,-1.3602078,-0.92151165,-5.6690335,-5.2313805,-4.4238806,-2.8533578,-2.7893543,-3.5594285,-3.0947118,-3.4252703,-2.014771,-2.0359457
355,-1.3368309,-2.5394201,-2.1407783,-3.351581,-3.1257212,-3.2724261,-3.247112,-3.4554005,-2.9641032,-2.3618817,-1.2535393,-0.90251565,-2.0150304,-1.5393317,-0.84077716,-0.80466866,-0.93569756,-0.7737696,-1.4745802,-1.5818626,-2.575773,-2.4906425,-2.6141672,-4.0934443
354,-2.2302508,-1.1938393,-2.246809,-1.8723786,-2.3496091,-3.21396,-2.745366,-2.8440058,-2.5472045,-2.4108768,-2.3231149,-3.0650795,-3.2937884,-2.576691,-1.5880823,-1.8883348,-2.864796,-2.923727,-2.2007346,-3.0380428,-2.2142677,-2.868408,-2.0379245,-1.414457
353,-0.8753538,0.10393858,-0.5895376,-1.1533499,-0.27433634,-0.639987,-1.554805,-1.1922717,-2.207768,-0.7115841,-2.1410286,-0.93563795,-2.4011075,-1.9373298,-0.9116709,-0.44762492,-0.46159625,-0.21594167,-2.6701927,-2.260682,-2.9337673,-1.6186237,-2.0706506,-2.8876066
352,0.44822395,0.59539676,0.5072534,1.7710567,1.474005,0.88123083,1.9584894,2.2799015,1.6674995,1.2756765,2.2385657,1.8711925,1.5536726,2.8686166,3.3079207,2.8548956,2.4975479,2.0369887,2.1307378,1.0594457,0.8153826,1.4860302,1.6234785,1.9765109
351,1.0868311,2.7241647,0.21515489,0.9533942,2.4152696,2.6271343,2.553022,2.3987412,2.387613,1.7192721,2.3009002,2.0100176,1.8793285,2.01388,1.5134931,2.2645473,2.5433898,2.8675616,3.035471,1.8556505,1.0214657,2.7641745,2.0913959,1.7040491
350,0.61101913,1.1892855,-0.9492576,0.47615767,0.9514928,0.8192003,1.6749322,1.9321918,1.1904418,2.2873163,2.608645,2.565968,2.7062654,2.914226,2.3724258,1.6291797,0.7153392,1.6928196,1.6957134,1.4615119,0.57511926,0.97198784,1.3966888,1.4383882
349,-1.3740629,-1.2557864,-2.2926748,-2.5714874,-1.6101241,-0.87058544,-1.6958058,-1.5650034,-1.7688572,-1.2663126,-1.4511764,-0.8855164,-1.7713487,-1.5231609,-0.9969115,-0.8705914,0.003618002,1.534456,1.942423,1.5773565,2.3784013,2.0176024,1.6689092,2.3120701
348,-1.594156,-0.4246831,-0.7797003,-1.2277961,-1.4402747,-1.4078498,-0.84539056,-1.109904,-0.8312106,-2.3052394,-2.3766577,-0.85722804,-1.297921,-2.0680845,-2.449119,-2.4979055,-2.5955856,-2.4768949,-2.1580725,-2.0531416,-1.9383013,-1.8882602,-2.1200418,-1.8624157
