GCM,run,scenario,Unnamed: 0,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
MIROC-ES2L,r6i1p1f2,ssp585,563,2010-01-16 12:00:00,2019-04-16 00:00:00,2025-01-16 12:00:00,2033-12-16 12:00:00,2046-11-16 00:00:00,2056-06-16 00:00:00,2066-05-16 12:00:00,2086-09-16 00:00:00
MIROC-ES2L,r6i1p1f2,ssp370,564,2010-10-16 12:00:00,2020-04-16 00:00:00,2026-01-16 12:00:00,2034-02-15 00:00:00,2050-04-16 00:00:00,2065-05-16 12:00:00,2078-07-16 12:00:00,
MIROC-ES2L,r6i1p1f2,ssp245,565,2009-10-16 12:00:00,2019-12-16 12:00:00,2025-03-16 12:00:00,2037-06-16 00:00:00,2054-09-16 00:00:00,2080-02-15 12:00:00,,
MIROC-ES2L,r28i1p1f2,ssp245,566,2010-04-16 00:00:00,2018-02-15 00:00:00,2024-02-15 12:00:00,2036-02-15 12:00:00,2056-01-16 12:00:00,2083-08-16 12:00:00,,
MIROC-ES2L,r15i1p1f2,ssp245,567,2009-07-16 12:00:00,2017-06-16 00:00:00,2025-06-16 00:00:00,2036-06-16 00:00:00,2054-08-16 12:00:00,2080-04-16 00:00:00,,
MIROC-ES2L,r20i1p1f2,ssp245,568,2010-02-15 00:00:00,2019-11-16 00:00:00,2026-12-16 12:00:00,2037-03-16 12:00:00,2056-08-16 12:00:00,2086-12-16 12:00:00,,
MIROC-ES2L,r19i1p1f2,ssp245,569,2009-05-16 12:00:00,2017-09-16 00:00:00,2025-02-15 00:00:00,2037-05-16 12:00:00,2054-08-16 12:00:00,2084-04-16 00:00:00,,
MIROC-ES2L,r23i1p1f2,ssp245,570,2013-01-16 12:00:00,2019-10-16 12:00:00,2028-07-16 12:00:00,2037-12-16 12:00:00,2056-08-16 12:00:00,2088-12-16 12:00:00,,
MIROC-ES2L,r10i1p1f2,ssp585,571,2010-08-16 12:00:00,2018-07-16 12:00:00,2024-10-16 12:00:00,2032-09-16 00:00:00,2043-11-16 00:00:00,2055-02-15 00:00:00,2066-03-16 12:00:00,2086-04-16 00:00:00
MIROC-ES2L,r10i1p1f2,ssp370,572,2011-04-16 00:00:00,2019-06-16 00:00:00,2027-05-16 12:00:00,2037-06-16 00:00:00,2051-09-16 00:00:00,2066-03-16 12:00:00,2080-02-15 12:00:00,
MIROC-ES2L,r10i1p1f2,ssp245,573,2011-08-16 12:00:00,2019-01-16 12:00:00,2024-10-16 12:00:00,2036-07-16 12:00:00,2056-06-16 00:00:00,2082-02-15 00:00:00,,
MIROC-ES2L,r30i1p1f2,ssp245,574,2011-12-16 12:00:00,2018-06-16 00:00:00,2023-09-16 00:00:00,2036-05-16 12:00:00,2055-04-16 00:00:00,2087-07-16 12:00:00,,
MIROC-ES2L,r7i1p1f2,ssp585,575,2010-03-16 12:00:00,2018-09-16 00:00:00,2025-01-16 12:00:00,2033-12-16 12:00:00,2046-04-16 00:00:00,2057-04-16 00:00:00,2066-09-16 00:00:00,2086-11-16 00:00:00
MIROC-ES2L,r7i1p1f2,ssp370,576,2010-08-16 12:00:00,2019-10-16 12:00:00,2026-04-16 00:00:00,2033-12-16 12:00:00,2052-05-16 12:00:00,2065-04-16 00:00:00,2079-03-16 12:00:00,
MIROC-ES2L,r7i1p1f2,ssp245,577,2010-06-16 00:00:00,2018-04-16 00:00:00,2025-10-16 12:00:00,2035-06-16 00:00:00,2056-11-16 00:00:00,2087-03-16 12:00:00,,
MIROC-ES2L,r27i1p1f2,ssp245,578,2008-10-16 12:00:00,2015-11-16 00:00:00,2024-03-16 12:00:00,2038-01-16 12:00:00,2053-05-16 12:00:00,2079-08-16 12:00:00,,
MIROC-ES2L,r1i1p1f2,ssp585,579,2011-12-16 12:00:00,2018-06-16 00:00:00,2024-08-16 12:00:00,2032-11-16 00:00:00,2044-08-16 12:00:00,2055-09-16 00:00:00,2066-08-16 12:00:00,2086-11-16 00:00:00
MIROC-ES2L,r1i1p1f2,ssp370,580,2011-11-16 00:00:00,2018-06-16 00:00:00,2026-08-16 12:00:00,2036-06-16 00:00:00,2051-08-16 12:00:00,2066-12-16 12:00:00,2079-12-16 12:00:00,
MIROC-ES2L,r1i1p1f2,ssp245,581,2011-04-16 00:00:00,2018-07-16 12:00:00,2026-04-16 00:00:00,2037-05-16 12:00:00,2056-04-16 00:00:00,2085-08-16 12:00:00,,
MIROC-ES2L,r5i1p1f2,ssp585,582,2012-07-16 12:00:00,2018-12-16 12:00:00,2024-09-16 00:00:00,2032-07-16 12:00:00,2045-11-16 00:00:00,2057-03-16 12:00:00,2067-03-16 12:00:00,2085-09-16 00:00:00
MIROC-ES2L,r5i1p1f2,ssp370,583,2010-11-16 00:00:00,2017-08-16 12:00:00,2022-12-16 12:00:00,2033-08-16 12:00:00,2052-03-16 12:00:00,2065-12-16 12:00:00,2082-03-16 12:00:00,
MIROC-ES2L,r5i1p1f2,ssp245,584,2011-07-16 12:00:00,2018-11-16 00:00:00,2026-07-16 12:00:00,2034-11-16 00:00:00,2055-09-16 00:00:00,2085-03-16 12:00:00,,
MIROC-ES2L,r9i1p1f2,ssp585,585,2011-05-16 12:00:00,2018-03-16 12:00:00,2023-11-16 00:00:00,2032-12-16 12:00:00,2045-01-16 12:00:00,2055-03-16 12:00:00,2065-10-16 12:00:00,2087-02-15 00:00:00
MIROC-ES2L,r9i1p1f2,ssp370,586,2010-12-16 12:00:00,2018-01-16 12:00:00,2024-06-16 00:00:00,2034-11-16 00:00:00,2051-03-16 12:00:00,2065-11-16 00:00:00,2078-05-16 12:00:00,
MIROC-ES2L,r9i1p1f2,ssp245,587,2010-11-16 00:00:00,2017-08-16 12:00:00,2024-05-16 12:00:00,2037-08-16 12:00:00,2058-04-16 00:00:00,2080-01-16 12:00:00,,
MIROC-ES2L,r21i1p1f2,ssp245,588,2009-02-15 00:00:00,2016-11-16 00:00:00,2024-08-16 12:00:00,2035-11-16 00:00:00,2053-09-16 00:00:00,2081-09-16 00:00:00,,
MIROC-ES2L,r29i1p1f2,ssp245,589,2009-02-15 00:00:00,2017-01-16 12:00:00,2022-09-16 00:00:00,2033-07-16 12:00:00,2051-03-16 12:00:00,2081-03-16 12:00:00,,
MIROC-ES2L,r26i1p1f2,ssp245,590,2008-12-16 12:00:00,2015-01-16 12:00:00,2021-01-16 12:00:00,2032-03-16 12:00:00,2053-09-16 00:00:00,2081-04-16 00:00:00,,
MIROC-ES2L,r17i1p1f2,ssp245,591,2006-07-16 12:00:00,2016-02-15 12:00:00,2022-08-16 12:00:00,2033-03-16 12:00:00,2055-04-16 00:00:00,2079-12-16 12:00:00,,
MIROC-ES2L,r4i1p1f2,ssp585,592,2012-03-16 12:00:00,2018-04-16 00:00:00,2025-01-16 12:00:00,2033-03-16 12:00:00,2044-05-16 12:00:00,2055-08-16 12:00:00,2066-07-16 12:00:00,2086-09-16 00:00:00
MIROC-ES2L,r4i1p1f2,ssp370,593,2010-08-16 12:00:00,2017-06-16 00:00:00,2024-03-16 12:00:00,2037-05-16 12:00:00,2051-05-16 12:00:00,2066-12-16 12:00:00,2079-01-16 12:00:00,
MIROC-ES2L,r4i1p1f2,ssp245,594,2010-09-16 00:00:00,2017-02-15 00:00:00,2023-07-16 12:00:00,2033-09-16 00:00:00,2057-03-16 12:00:00,2084-01-16 12:00:00,,
MIROC-ES2L,r3i1p1f2,ssp585,595,2011-10-16 12:00:00,2019-01-16 12:00:00,2024-05-16 12:00:00,2032-05-16 12:00:00,2046-02-15 00:00:00,2058-03-16 12:00:00,2068-07-16 12:00:00,2086-06-16 00:00:00
MIROC-ES2L,r3i1p1f2,ssp370,596,2011-08-16 12:00:00,2019-02-15 00:00:00,2024-08-16 12:00:00,2033-10-16 12:00:00,2051-07-16 12:00:00,2064-11-16 00:00:00,2081-04-16 00:00:00,
MIROC-ES2L,r3i1p1f2,ssp245,597,2012-03-16 12:00:00,2019-09-16 00:00:00,2026-06-16 00:00:00,2036-08-16 12:00:00,2058-05-16 12:00:00,2083-07-16 12:00:00,,
MIROC-ES2L,r8i1p1f2,ssp585,598,2008-08-16 12:00:00,2016-12-16 12:00:00,2023-01-16 12:00:00,2031-11-16 00:00:00,2044-10-16 12:00:00,2055-04-16 00:00:00,2065-12-16 12:00:00,2084-11-16 00:00:00
MIROC-ES2L,r8i1p1f2,ssp370,599,2008-06-16 00:00:00,2015-07-16 12:00:00,2023-03-16 12:00:00,2033-03-16 12:00:00,2051-11-16 00:00:00,2065-06-16 00:00:00,2079-07-16 12:00:00,
MIROC-ES2L,r8i1p1f2,ssp245,600,2008-04-16 00:00:00,2017-03-16 12:00:00,2024-09-16 00:00:00,2036-05-16 12:00:00,2053-06-16 00:00:00,2076-08-16 12:00:00,,
MIROC6,r3i1p1f1,ssp585,601,2013-08-16 12:00:00,2021-03-16 12:00:00,2028-09-16 00:00:00,2035-09-16 00:00:00,2048-11-16 00:00:00,2059-12-16 12:00:00,2069-05-16 12:00:00,2087-10-16 12:00:00
MIROC6,r3i1p1f1,ssp370,602,2012-08-16 12:00:00,2022-07-16 12:00:00,2031-05-16 12:00:00,2041-11-16 00:00:00,2056-05-16 12:00:00,2070-04-16 00:00:00,2083-07-16 12:00:00,
MIROC6,r3i1p1f1,ssp245,603,2011-04-16 00:00:00,2021-12-16 12:00:00,2028-04-16 00:00:00,2039-02-15 00:00:00,2065-11-16 00:00:00,,,
MIROC6,r33i1p1f1,ssp585,604,2012-09-16 00:00:00,2022-06-16 00:00:00,2030-07-16 12:00:00,2039-02-15 00:00:00,2050-08-16 12:00:00,2061-04-16 00:00:00,2072-01-16 12:00:00,2089-08-16 12:00:00
MIROC6,r33i1p1f1,ssp245,605,2012-12-16 12:00:00,2021-11-16 00:00:00,2031-03-16 12:00:00,2042-01-16 12:00:00,2065-04-16 00:00:00,,,
MIROC6,r37i1p1f1,ssp585,606,2012-04-16 00:00:00,2020-06-16 00:00:00,2027-01-16 12:00:00,2034-09-16 00:00:00,2047-06-16 00:00:00,2060-02-15 12:00:00,2072-03-16 12:00:00,2090-12-16 12:00:00
MIROC6,r37i1p1f1,ssp245,607,2013-09-16 00:00:00,2021-08-16 12:00:00,2028-09-16 00:00:00,2039-12-16 12:00:00,2068-03-16 12:00:00,,,
MIROC6,r49i1p1f1,ssp585,608,2009-12-16 12:00:00,2020-01-16 12:00:00,2027-02-15 00:00:00,2037-08-16 12:00:00,2049-10-16 12:00:00,2060-02-15 12:00:00,2071-06-16 00:00:00,2089-12-16 12:00:00
MIROC6,r49i1p1f1,ssp245,609,2010-08-16 12:00:00,2020-03-16 12:00:00,2027-01-16 12:00:00,2042-01-16 12:00:00,2070-05-16 12:00:00,,,
MIROC6,r13i1p1f1,ssp585,610,2013-05-16 12:00:00,2023-11-16 00:00:00,2031-11-16 00:00:00,2038-05-16 12:00:00,2047-06-16 00:00:00,2058-12-16 12:00:00,2070-03-16 12:00:00,2089-04-16 00:00:00
MIROC6,r13i1p1f1,ssp245,611,2014-03-16 12:00:00,2023-02-15 00:00:00,,,,,,
MIROC6,r29i1p1f1,ssp585,612,2012-12-16 12:00:00,2020-12-16 12:00:00,2027-11-16 00:00:00,2037-12-16 12:00:00,2049-07-16 12:00:00,2060-06-16 00:00:00,2071-02-15 00:00:00,2089-12-16 12:00:00
MIROC6,r29i1p1f1,ssp245,613,2012-02-15 12:00:00,2020-05-16 12:00:00,2026-11-16 00:00:00,2038-07-16 12:00:00,2068-01-16 12:00:00,,,
MIROC6,r31i1p1f1,ssp585,614,2013-07-16 12:00:00,2020-02-15 12:00:00,2027-01-16 12:00:00,2034-09-16 00:00:00,2047-01-16 12:00:00,2059-10-16 12:00:00,2070-08-16 12:00:00,2090-03-16 12:00:00
MIROC6,r31i1p1f1,ssp245,615,2013-04-16 00:00:00,2019-09-16 00:00:00,2026-04-16 00:00:00,2037-01-16 12:00:00,2061-12-16 12:00:00,,,
MIROC6,r6i1p1f1,ssp585,616,2008-12-16 12:00:00,2016-11-16 00:00:00,2023-08-16 12:00:00,2034-03-16 12:00:00,2048-06-16 00:00:00,2058-04-16 00:00:00,2068-03-16 12:00:00,2088-10-16 12:00:00
MIROC6,r6i1p1f1,ssp245,617,2009-10-16 12:00:00,2016-10-16 12:00:00,2024-01-16 12:00:00,,,,,
MIROC6,r46i1p1f1,ssp585,618,2011-12-16 12:00:00,2019-07-16 12:00:00,2027-09-16 00:00:00,2035-05-16 12:00:00,2048-04-16 00:00:00,2060-01-16 12:00:00,2071-05-16 12:00:00,2089-05-16 12:00:00
MIROC6,r46i1p1f1,ssp245,619,2010-07-16 12:00:00,2018-07-16 12:00:00,2029-03-16 12:00:00,2044-11-16 00:00:00,2067-07-16 12:00:00,,,
MIROC6,r45i1p1f1,ssp585,620,2007-01-16 12:00:00,2017-01-16 12:00:00,2023-07-16 12:00:00,2032-09-16 00:00:00,2048-02-15 12:00:00,2059-07-16 12:00:00,2071-05-16 12:00:00,2090-07-16 12:00:00
MIROC6,r45i1p1f1,ssp245,621,2007-01-16 12:00:00,2019-06-16 00:00:00,2027-10-16 12:00:00,2039-03-16 12:00:00,2056-03-16 12:00:00,,,
MIROC6,r38i1p1f1,ssp585,622,2011-11-16 00:00:00,2018-11-16 00:00:00,2025-08-16 12:00:00,2034-11-16 00:00:00,2049-11-16 00:00:00,2061-03-16 12:00:00,2071-01-16 12:00:00,2089-05-16 12:00:00
MIROC6,r38i1p1f1,ssp245,623,2011-01-16 12:00:00,2022-08-16 12:00:00,2030-06-16 00:00:00,2040-06-16 00:00:00,2064-12-16 12:00:00,,,
MIROC6,r35i1p1f1,ssp585,624,2010-11-16 00:00:00,2017-09-16 00:00:00,2023-10-16 12:00:00,2034-04-16 00:00:00,2047-05-16 12:00:00,2059-11-16 00:00:00,2070-07-16 12:00:00,2087-10-16 12:00:00
MIROC6,r35i1p1f1,ssp245,625,2011-01-16 12:00:00,2019-02-15 00:00:00,2027-04-16 00:00:00,2040-03-16 12:00:00,2063-03-16 12:00:00,,,
MIROC6,r17i1p1f1,ssp585,626,2009-02-15 00:00:00,2017-05-16 12:00:00,2025-03-16 12:00:00,2034-02-15 00:00:00,2047-07-16 12:00:00,2060-09-16 00:00:00,2071-05-16 12:00:00,2089-07-16 12:00:00
MIROC6,r17i1p1f1,ssp245,627,2008-10-16 12:00:00,2018-04-16 00:00:00,,,,,,
MIROC6,r40i1p1f1,ssp585,628,2008-03-16 12:00:00,2017-02-15 00:00:00,2023-09-16 00:00:00,2033-04-16 00:00:00,2045-05-16 12:00:00,2057-07-16 12:00:00,2069-11-16 00:00:00,2089-08-16 12:00:00
MIROC6,r40i1p1f1,ssp245,629,2009-05-16 12:00:00,2017-09-16 00:00:00,2024-03-16 12:00:00,2035-07-16 12:00:00,2060-04-16 00:00:00,,,
MIROC6,r25i1p1f1,ssp585,630,2011-10-16 12:00:00,2020-04-16 00:00:00,2026-03-16 12:00:00,2035-10-16 12:00:00,2049-12-16 12:00:00,2060-08-16 12:00:00,2070-04-16 00:00:00,2089-03-16 12:00:00
MIROC6,r25i1p1f1,ssp245,631,2011-10-16 12:00:00,2021-11-16 00:00:00,2027-12-16 12:00:00,2040-03-16 12:00:00,2068-03-16 12:00:00,,,
MIROC6,r18i1p1f1,ssp585,632,2011-05-16 12:00:00,2018-06-16 00:00:00,2024-09-16 00:00:00,2034-09-16 00:00:00,2049-08-16 12:00:00,2060-07-16 12:00:00,2070-05-16 12:00:00,2088-07-16 12:00:00
MIROC6,r18i1p1f1,ssp245,633,2011-02-15 00:00:00,2017-10-16 12:00:00,2026-02-15 00:00:00,,,,,
MIROC6,r32i1p1f1,ssp585,634,2014-08-16 12:00:00,2020-04-16 00:00:00,2025-11-16 00:00:00,2033-02-15 00:00:00,2048-04-16 00:00:00,2062-01-16 12:00:00,2073-03-16 12:00:00,2090-01-16 12:00:00
MIROC6,r32i1p1f1,ssp245,635,2014-06-16 00:00:00,2020-10-16 12:00:00,2031-04-16 00:00:00,2043-03-16 12:00:00,2066-12-16 12:00:00,,,
MIROC6,r26i1p1f1,ssp585,636,2014-11-16 00:00:00,2021-11-16 00:00:00,2028-03-16 12:00:00,2038-12-16 12:00:00,2050-05-16 12:00:00,2060-06-16 00:00:00,2071-08-16 12:00:00,2089-05-16 12:00:00
MIROC6,r26i1p1f1,ssp245,637,2014-11-16 00:00:00,2020-12-16 12:00:00,2028-12-16 12:00:00,2042-03-16 12:00:00,2064-03-16 12:00:00,,,
MIROC6,r27i1p1f1,ssp585,638,2006-02-15 00:00:00,2016-06-16 00:00:00,2024-03-16 12:00:00,2035-03-16 12:00:00,2048-03-16 12:00:00,2058-08-16 12:00:00,2070-08-16 12:00:00,2089-04-16 00:00:00
MIROC6,r27i1p1f1,ssp245,639,2006-04-16 00:00:00,2016-09-16 00:00:00,2025-10-16 12:00:00,2040-05-16 12:00:00,2061-08-16 12:00:00,,,
MIROC6,r43i1p1f1,ssp585,640,2007-07-16 12:00:00,2016-03-16 12:00:00,2025-10-16 12:00:00,2034-11-16 00:00:00,2048-09-16 00:00:00,2058-11-16 00:00:00,2069-11-16 00:00:00,2088-05-16 12:00:00
MIROC6,r43i1p1f1,ssp245,641,2007-05-16 12:00:00,2015-09-16 00:00:00,2026-08-16 12:00:00,2041-02-15 00:00:00,2056-05-16 12:00:00,,,
MIROC6,r22i1p1f1,ssp585,642,2011-05-16 12:00:00,2021-02-15 00:00:00,2027-08-16 12:00:00,2035-04-16 00:00:00,2047-07-16 12:00:00,2058-09-16 00:00:00,2070-05-16 12:00:00,2089-10-16 12:00:00
MIROC6,r22i1p1f1,ssp245,643,2012-09-16 00:00:00,2021-11-16 00:00:00,2030-03-16 12:00:00,2042-12-16 12:00:00,2066-06-16 00:00:00,,,
MIROC6,r15i1p1f1,ssp585,644,2014-12-16 12:00:00,2021-10-16 12:00:00,2029-01-16 12:00:00,2037-11-16 00:00:00,2049-05-16 12:00:00,2059-05-16 12:00:00,2069-10-16 12:00:00,2088-03-16 12:00:00
MIROC6,r15i1p1f1,ssp245,645,2015-12-16 12:00:00,2024-01-16 12:00:00,2029-12-16 12:00:00,,,,,
MIROC6,r28i1p1f1,ssp585,646,2011-09-16 00:00:00,2019-09-16 00:00:00,2027-09-16 00:00:00,2035-12-16 12:00:00,2047-02-15 00:00:00,2058-10-16 12:00:00,2070-12-16 12:00:00,2089-12-16 12:00:00
MIROC6,r28i1p1f1,ssp245,647,2012-03-16 12:00:00,2019-12-16 12:00:00,2029-04-16 00:00:00,2043-05-16 12:00:00,2063-02-15 00:00:00,,,
MIROC6,r5i1p1f1,ssp585,648,2009-03-16 12:00:00,2022-04-16 00:00:00,2027-03-16 12:00:00,2034-11-16 00:00:00,2046-10-16 12:00:00,2059-12-16 12:00:00,2070-11-16 00:00:00,
MIROC6,r5i1p1f1,ssp245,649,2008-04-16 00:00:00,2023-07-16 12:00:00,,,,,,
MIROC6,r48i1p1f1,ssp585,650,2010-06-16 00:00:00,2020-01-16 12:00:00,2027-09-16 00:00:00,2037-01-16 12:00:00,2051-03-16 12:00:00,2060-10-16 12:00:00,2071-01-16 12:00:00,2089-03-16 12:00:00
MIROC6,r48i1p1f1,ssp245,651,2009-04-16 00:00:00,2019-03-16 12:00:00,2029-01-16 12:00:00,2039-12-16 12:00:00,2062-12-16 12:00:00,,,
MIROC6,r47i1p1f1,ssp585,652,2008-09-16 00:00:00,2017-03-16 12:00:00,2024-12-16 12:00:00,2035-01-16 12:00:00,2048-02-15 12:00:00,2060-07-16 12:00:00,2070-02-15 00:00:00,2088-10-16 12:00:00
MIROC6,r47i1p1f1,ssp245,653,2008-03-16 12:00:00,2020-11-16 00:00:00,2030-07-16 12:00:00,2040-05-16 12:00:00,2068-06-16 00:00:00,,,
MIROC6,r16i1p1f1,ssp585,654,2006-06-16 00:00:00,2013-10-16 12:00:00,2023-04-16 00:00:00,2032-12-16 12:00:00,2046-09-16 00:00:00,2057-12-16 12:00:00,2068-12-16 12:00:00,2088-04-16 00:00:00
MIROC6,r16i1p1f1,ssp245,655,2006-07-16 12:00:00,2016-04-16 00:00:00,2024-09-16 00:00:00,,,,,
MIROC6,r41i1p1f1,ssp585,656,2015-12-16 12:00:00,2022-09-16 00:00:00,2027-11-16 00:00:00,2036-11-16 00:00:00,2049-11-16 00:00:00,2060-12-16 12:00:00,2071-07-16 12:00:00,
MIROC6,r41i1p1f1,ssp245,657,2015-09-16 00:00:00,2025-10-16 12:00:00,2033-05-16 12:00:00,2043-07-16 12:00:00,2069-06-16 00:00:00,,,
MIROC6,r19i1p1f1,ssp585,658,2012-07-16 12:00:00,2020-12-16 12:00:00,2027-03-16 12:00:00,2037-03-16 12:00:00,2050-05-16 12:00:00,2061-06-16 00:00:00,2072-08-16 12:00:00,
MIROC6,r19i1p1f1,ssp245,659,2014-05-16 12:00:00,2022-04-16 00:00:00,2029-12-16 12:00:00,,,,,
MIROC6,r39i1p1f1,ssp585,660,2015-01-16 12:00:00,2021-11-16 00:00:00,2027-12-16 12:00:00,2035-02-15 00:00:00,2047-06-16 00:00:00,2059-07-16 12:00:00,2070-03-16 12:00:00,2089-03-16 12:00:00
MIROC6,r39i1p1f1,ssp245,661,2013-06-16 00:00:00,2022-07-16 12:00:00,2031-05-16 12:00:00,2043-02-15 00:00:00,2058-12-16 12:00:00,,,
MIROC6,r12i1p1f1,ssp585,662,2009-12-16 12:00:00,2017-11-16 00:00:00,2025-01-16 12:00:00,2033-09-16 00:00:00,2046-08-16 12:00:00,2058-06-16 00:00:00,2069-07-16 12:00:00,2089-06-16 00:00:00
MIROC6,r12i1p1f1,ssp245,663,2009-03-16 12:00:00,2019-10-16 12:00:00,2028-02-15 12:00:00,,,,,
MIROC6,r1i1p1f1,ssp585,664,2012-12-16 12:00:00,2020-05-16 12:00:00,2027-05-16 12:00:00,2036-08-16 12:00:00,2048-12-16 12:00:00,2061-06-16 00:00:00,2071-10-16 12:00:00,2089-01-16 12:00:00
MIROC6,r1i1p1f1,ssp370,665,2012-07-16 12:00:00,2023-03-16 12:00:00,2029-10-16 12:00:00,2040-06-16 00:00:00,2053-11-16 00:00:00,2069-03-16 12:00:00,2083-06-16 00:00:00,
MIROC6,r1i1p1f1,ssp245,666,2014-02-15 00:00:00,2022-06-16 00:00:00,2028-11-16 00:00:00,2039-04-16 00:00:00,2062-03-16 12:00:00,,,
MIROC6,r9i1p1f1,ssp585,667,2006-08-16 12:00:00,2018-07-16 12:00:00,2024-03-16 12:00:00,2032-08-16 12:00:00,2045-12-16 12:00:00,2058-09-16 00:00:00,2069-10-16 12:00:00,2088-07-16 12:00:00
MIROC6,r9i1p1f1,ssp245,668,2006-09-16 00:00:00,2017-10-16 12:00:00,2024-08-16 12:00:00,,,,,
MIROC6,r42i1p1f1,ssp585,669,2013-10-16 12:00:00,2020-01-16 12:00:00,2026-02-15 00:00:00,2035-12-16 12:00:00,2049-09-16 00:00:00,2059-06-16 00:00:00,2070-01-16 12:00:00,2089-06-16 00:00:00
MIROC6,r42i1p1f1,ssp245,670,2013-03-16 12:00:00,2019-08-16 12:00:00,2026-08-16 12:00:00,2042-08-16 12:00:00,2065-11-16 00:00:00,,,
MIROC6,r2i1p1f1,ssp585,671,2014-05-16 12:00:00,2022-01-16 12:00:00,2028-11-16 00:00:00,2037-07-16 12:00:00,2050-08-16 12:00:00,2062-10-16 12:00:00,2072-08-16 12:00:00,2090-07-16 12:00:00
MIROC6,r2i1p1f1,ssp370,672,2015-04-16 00:00:00,2025-02-15 00:00:00,2031-03-16 12:00:00,2038-09-16 00:00:00,2054-03-16 12:00:00,2072-01-16 12:00:00,2086-11-16 00:00:00,
MIROC6,r2i1p1f1,ssp245,673,2012-09-16 00:00:00,2021-04-16 00:00:00,2029-03-16 12:00:00,2043-07-16 12:00:00,2065-05-16 12:00:00,,,
MIROC6,r14i1p1f1,ssp585,674,2012-02-15 12:00:00,2022-06-16 00:00:00,2028-08-16 12:00:00,2038-04-16 00:00:00,2049-09-16 00:00:00,2061-11-16 00:00:00,2072-02-15 12:00:00,2090-09-16 00:00:00
MIROC6,r14i1p1f1,ssp245,675,2014-07-16 12:00:00,2025-01-16 12:00:00,,,,,,
MIROC6,r44i1p1f1,ssp585,676,2018-12-16 12:00:00,2023-10-16 12:00:00,2029-01-16 12:00:00,2036-08-16 12:00:00,2049-12-16 12:00:00,2060-12-16 12:00:00,2071-04-16 00:00:00,2089-10-16 12:00:00
MIROC6,r44i1p1f1,ssp245,677,2019-04-16 00:00:00,2025-03-16 12:00:00,2031-02-15 00:00:00,2040-09-16 00:00:00,2065-08-16 12:00:00,,,
MIROC6,r23i1p1f1,ssp585,678,2009-03-16 12:00:00,2018-12-16 12:00:00,2027-11-16 00:00:00,2036-10-16 12:00:00,2048-04-16 00:00:00,2059-06-16 00:00:00,2070-01-16 12:00:00,2090-04-16 00:00:00
MIROC6,r23i1p1f1,ssp245,679,2009-03-16 12:00:00,2019-10-16 12:00:00,2029-08-16 12:00:00,2044-11-16 00:00:00,2065-01-16 12:00:00,,,
MIROC6,r34i1p1f1,ssp585,680,2009-11-16 00:00:00,2019-03-16 12:00:00,2026-08-16 12:00:00,2035-12-16 12:00:00,2047-11-16 00:00:00,2058-04-16 00:00:00,2069-10-16 12:00:00,2088-06-16 00:00:00
MIROC6,r34i1p1f1,ssp245,681,2009-03-16 12:00:00,2018-08-16 12:00:00,2027-10-16 12:00:00,2039-08-16 12:00:00,2061-11-16 00:00:00,,,
MIROC6,r11i1p1f1,ssp585,682,2008-05-16 12:00:00,2017-03-16 12:00:00,2026-10-16 12:00:00,2037-04-16 00:00:00,2049-02-15 00:00:00,2059-04-16 00:00:00,2069-07-16 12:00:00,2089-01-16 12:00:00
MIROC6,r11i1p1f1,ssp245,683,2010-11-16 00:00:00,2019-05-16 12:00:00,2028-03-16 12:00:00,,,,,
MIROC6,r24i1p1f1,ssp585,684,2008-09-16 00:00:00,2020-03-16 12:00:00,2026-06-16 00:00:00,2035-02-15 00:00:00,2048-03-16 12:00:00,2061-10-16 12:00:00,2072-07-16 12:00:00,2089-11-16 00:00:00
MIROC6,r24i1p1f1,ssp245,685,2008-08-16 12:00:00,2018-06-16 00:00:00,2026-02-15 00:00:00,2041-10-16 12:00:00,2063-11-16 00:00:00,,,
MIROC6,r8i1p1f1,ssp585,686,2012-08-16 12:00:00,2020-11-16 00:00:00,2029-01-16 12:00:00,2036-09-16 00:00:00,2048-12-16 12:00:00,2061-10-16 12:00:00,2072-09-16 00:00:00,2090-12-16 12:00:00
MIROC6,r8i1p1f1,ssp245,687,2010-12-16 12:00:00,2020-10-16 12:00:00,,,,,,
MIROC6,r20i1p1f1,ssp585,688,2011-09-16 00:00:00,2022-10-16 12:00:00,2029-08-16 12:00:00,2036-10-16 12:00:00,2048-04-16 00:00:00,2059-02-15 00:00:00,2070-04-16 00:00:00,2089-08-16 12:00:00
MIROC6,r20i1p1f1,ssp245,689,2011-08-16 12:00:00,2022-10-16 12:00:00,,,,,,
MIROC6,r21i1p1f1,ssp585,690,2010-10-16 12:00:00,2018-09-16 00:00:00,2026-06-16 00:00:00,2036-05-16 12:00:00,2048-04-16 00:00:00,2058-05-16 12:00:00,2069-10-16 12:00:00,2090-05-16 12:00:00
MIROC6,r21i1p1f1,ssp245,691,2011-08-16 12:00:00,2019-04-16 00:00:00,2028-09-16 00:00:00,2042-08-16 12:00:00,2063-06-16 00:00:00,,,
MIROC6,r7i1p1f1,ssp585,692,2010-01-16 12:00:00,2020-10-16 12:00:00,2027-03-16 12:00:00,2035-04-16 00:00:00,2047-11-16 00:00:00,2059-01-16 12:00:00,2070-03-16 12:00:00,2089-03-16 12:00:00
MIROC6,r7i1p1f1,ssp245,693,2010-04-16 00:00:00,2022-12-16 12:00:00,2028-11-16 00:00:00,,,,,
