era-id,latitude,longitude,elevation,start-date,end-date,network,total_nobs
CWOP_C9422,33.02894,-117.0367,751,2008-01-02 00:00:00+00:00,2016-05-13 20:23:00+00:00,CWOP,256141
CWOP_C9425,35.13927,-106.54035,5518,2008-01-02 00:00:00+00:00,2022-11-30 16:10:00+00:00,CWOP,603877
CWOP_C9430,45.46667,-122.41667,468,2008-01-02 00:00:00+00:00,2015-07-29 15:03:00+00:00,CWOP,30326
CWOP_C9432,45.467,-122.81033,272,2008-01-02 00:00:00+00:00,2008-01-18 19:15:00+00:00,CWOP,1473
CWOP_C9443,34.22967,-118.8895,925,2008-01-09 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,468538
CWOP_C9450,37.19317,-119.74283,1810,2008-01-09 00:00:00+00:00,2008-07-19 17:30:00+00:00,CWOP,17392
CWOP_C9461,38.02866,-122.03009,30,2008-01-10 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,684106
CWOP_C9492,37.68227,-122.04712,597,2008-02-02 00:00:00+00:00,2011-12-16 07:20:00+00:00,CWOP,83989
CWOP_C9495,37.65367,-106.17717,7705,2008-01-30 00:00:00+00:00,2008-08-30 13:51:00+00:00,CWOP,11072
CWOP_C9496,38.04133,-119.142,6772,2008-01-18 00:00:00+00:00,2008-07-19 16:25:00+00:00,CWOP,17191
CWOP_C9498,47.46867,-122.29133,427,2008-01-09 00:00:00+00:00,2008-07-19 19:17:00+00:00,CWOP,17219
CWOP_C9504,33.61983,-112.403,1240,2008-01-09 00:00:00+00:00,2008-05-20 00:56:00+00:00,CWOP,13588
CWOP_C9505,40.49712,-124.0945,108,2008-01-14 00:00:00+00:00,2008-04-11 00:03:00+00:00,CWOP,2100
CWOP_C9516,39.74342,-104.91106,5344,2008-01-09 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,790269
CWOP_C9520,37.20667,-121.85817,351,2008-01-09 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,952970
CWOP_C9521,36.222,-115.21883,2255,2008-01-09 00:00:00+00:00,2008-04-30 23:00:00+00:00,CWOP,7686
CWOP_C9523,47.65917,-122.35533,269,2008-01-09 00:00:00+00:00,2008-03-13 23:22:00+00:00,CWOP,6005
CWOP_C9529,38.64449,-121.23194,220,2008-01-16 00:00:00+00:00,2021-03-19 21:41:00+00:00,CWOP,601075
CWOP_C9538,45.43191,-122.42717,640,2008-01-16 00:00:00+00:00,2018-04-12 15:08:00+00:00,CWOP,142077
CWOP_C9546,47.69533,-122.01667,558,2008-01-09 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,460677
CWOP_C9548,34.44804,-119.72469,325,2008-01-30 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,388687
CWOP_C9561,40.13916,-106.53125,8625,2008-01-16 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,517406
CWOP_C9565,42.82,-106.43333,5240,2008-01-16 00:00:00+00:00,2009-03-31 17:34:00+00:00,CWOP,3633
CWOP_C9576,39.48033,-123.42997,2575,2011-06-08 00:00:00+00:00,2023-03-08 07:24:00+00:00,CWOP,17309
CWOP_C9580,37.84533,-122.1055,659,2008-01-16 00:00:00+00:00,2008-10-22 00:20:00+00:00,CWOP,15217
CWOP_C9583,47.46667,-122.1285,525,2008-01-16 00:00:00+00:00,2023-03-08 22:10:00+00:00,CWOP,96278
CWOP_C9588,45.66433,-108.7795,3307,2008-01-16 00:00:00+00:00,2011-09-28 19:18:00+00:00,CWOP,89902
CWOP_C9594,51.20017,-114.2335,3914,2008-01-16 00:00:00+00:00,2010-01-02 07:33:00+00:00,CWOP,41320
CWOP_C9596,34.61463,-118.20473,2717,2008-01-16 00:00:00+00:00,2012-08-27 03:53:00+00:00,CWOP,153670
CWOP_C9602,33.70897,-117.76402,194,2008-01-16 00:00:00+00:00,2008-07-04 08:40:00+00:00,CWOP,14323
CWOP_C9603,38.705,-122.51917,1476,2008-01-16 00:00:00+00:00,2008-05-24 20:59:00+00:00,CWOP,3560
CWOP_C9604,46.18084,-122.94934,833,2008-01-16 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,993060
CWOP_C9618,45.7975,-108.60167,3400,2008-01-16 00:00:00+00:00,2008-07-03 22:55:00+00:00,CWOP,4735
CWOP_C9619,46.71364,-122.15222,1427,2008-01-16 00:00:00+00:00,2008-07-19 19:18:00+00:00,CWOP,16514
CWOP_C9620,33.8754,-118.06777,62,2008-01-16 00:00:00+00:00,2008-03-15 18:01:00+00:00,CWOP,5717
CWOP_C9626,38.9,-102.7,4367,2008-01-24 00:00:00+00:00,2019-10-24 18:51:00+00:00,CWOP,459193
CWOP_C9629,37.73545,-122.44249,393,2008-04-16 00:00:00+00:00,2017-08-03 23:04:00+00:00,CWOP,90760
CWOP_C9633,47.9,-122.2,410,2008-01-23 00:00:00+00:00,2014-05-29 06:17:00+00:00,CWOP,170824
CWOP_C9635,40.35533,-111.5485,6873,2008-01-30 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,261815
CWOP_C9642,47.77683,-122.13233,489,2008-01-30 00:00:00+00:00,2008-08-13 22:47:00+00:00,CWOP,16919
CWOP_C9653,31.84416,-104.95613,3681,2008-01-30 00:00:00+00:00,2023-03-08 22:04:00+00:00,CWOP,202494
CWOP_C9654,45.26917,-122.6915,158,2008-01-23 00:00:00+00:00,2016-07-28 11:43:00+00:00,CWOP,337844
CWOP_C9664,33.07599,-112.04454,1155,2008-01-30 00:00:00+00:00,2023-03-08 22:14:00+00:00,CWOP,724711
CWOP_C9665,37.17773,-104.91637,7851,2008-01-30 00:00:00+00:00,2023-03-08 22:17:00+00:00,CWOP,365050
CWOP_C9668,32.36883,-111.12483,2467,2008-01-23 00:00:00+00:00,2008-07-19 18:50:00+00:00,CWOP,16163
CWOP_C9669,44.05117,-123.03633,462,2008-01-23 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,683005
CWOP_C9673,33.68489,-112.34622,1275,2008-01-30 00:00:00+00:00,2010-08-16 16:33:00+00:00,CWOP,65651
CWOP_C9676,32.76528,-108.3325,6362,2008-01-23 00:00:00+00:00,2023-03-08 22:19:00+00:00,CWOP,591880
CWOP_C9682,48.5331,-122.58472,89,2008-02-06 00:00:00+00:00,2020-04-22 21:58:00+00:00,CWOP,509492
CWOP_C9687,35.13844,-120.56042,335,2008-01-23 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,760469
CWOP_C9688,39.91648,-104.93084,5197,2008-01-23 00:00:00+00:00,2023-03-08 22:18:00+00:00,CWOP,896426
CWOP_C9689,39.66025,-105.33868,7398,2008-02-06 00:00:00+00:00,2008-03-15 22:03:00+00:00,CWOP,3541
CWOP_C9691,34.20383,-118.88633,823,2008-01-30 00:00:00+00:00,2009-06-02 01:22:00+00:00,CWOP,45322
CWOP_C9697,32.9595,-117.12883,591,2008-02-01 00:00:00+00:00,2016-06-06 23:20:00+00:00,CWOP,299856
CWOP_C9700,34.3455,-111.13917,6000,2008-01-30 00:00:00+00:00,2008-02-08 01:40:00+00:00,CWOP,9
CWOP_C9710,37.6,-122.1,52,2010-05-06 00:00:00+00:00,2023-01-03 19:00:00+00:00,CWOP,209859
CWOP_C9711,32.32883,-110.84267,3134,2008-01-30 00:00:00+00:00,2018-07-21 23:10:00+00:00,CWOP,508702
CWOP_C9715,47.84033,-120.00917,1129,2008-01-30 00:00:00+00:00,2010-01-24 22:56:00+00:00,CWOP,54240
CWOP_C9719,37.20048,-119.68762,2418,2008-01-30 00:00:00+00:00,2011-01-02 22:32:00+00:00,CWOP,90141
CWOP_C9720,36.8065,-120.61967,233,2009-08-12 00:00:00+00:00,2011-03-30 21:35:00+00:00,CWOP,47669
CWOP_C9729,45.73,-111.48,4472,2008-01-30 00:00:00+00:00,2008-02-23 00:55:00+00:00,CWOP,2334
CWOP_C9736,33.90633,-118.01533,146,2008-01-30 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,341842
CWOP_C9749,37.33533,-121.735,2297,2008-01-30 00:00:00+00:00,2008-07-19 18:30:00+00:00,CWOP,15402
CWOP_C9752,35.0865,-106.62883,5130,2008-01-30 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,472373
CWOP_C9753,33.4765,-112.333,1014,2008-01-30 00:00:00+00:00,2015-06-03 05:29:00+00:00,CWOP,280810
CWOP_C9761,32.92833,-117.06133,738,2008-01-30 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,679622
CWOP_C9763,35.627,-117.8005,2480,2008-01-30 00:00:00+00:00,2023-03-08 22:13:00+00:00,CWOP,644052
CWOP_C9764,39.87933,-105.49067,9301,2008-01-30 00:00:00+00:00,2012-03-04 01:12:00+00:00,CWOP,114551
CWOP_C9778,48.77667,-122.56233,66,2008-02-06 00:00:00+00:00,2020-09-23 17:46:00+00:00,CWOP,397562
CWOP_C9779,39.06533,-104.88533,7005,2008-03-19 00:00:00+00:00,2010-07-08 20:38:00+00:00,CWOP,114932
CWOP_C9782,47.20446,-121.99113,781,2008-02-06 00:00:00+00:00,2017-09-21 21:53:00+00:00,CWOP,319019
CWOP_C9783,47.14128,-122.9044,16,2008-02-06 00:00:00+00:00,2014-05-09 22:17:00+00:00,CWOP,451166
CWOP_C9786,37.41217,-122.13483,40,2008-02-06 00:00:00+00:00,2017-03-21 19:08:00+00:00,CWOP,372464
CWOP_C9794,37.44467,-122.17683,66,2008-02-06 00:00:00+00:00,2013-12-29 18:43:00+00:00,CWOP,19979
CWOP_C9795,48.25633,-114.147,3047,2008-02-06 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,377212
CWOP_C9796,45.5475,-122.653,174,2008-02-06 00:00:00+00:00,2008-11-30 00:14:00+00:00,CWOP,17013
CWOP_C9800,45.469,-120.23383,1457,2008-02-06 00:00:00+00:00,2018-05-24 00:00:00+00:00,CWOP,335126
CWOP_C9802,37.68711,-121.77505,469,2008-02-06 00:00:00+00:00,2013-05-17 03:06:00+00:00,CWOP,218818
CWOP_C9803,45.56467,-117.92617,2693,2008-02-06 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,537530
CWOP_C9805,47.77663,-117.73181,2450,2008-02-06 00:00:00+00:00,2019-01-05 02:15:00+00:00,CWOP,458580
CWOP_C9812,47.59883,-121.98383,443,2008-02-06 00:00:00+00:00,2008-07-19 05:11:00+00:00,CWOP,15606
CWOP_C9814,35.112,-120.57967,89,2008-02-07 00:00:00+00:00,2020-04-08 19:03:00+00:00,CWOP,409673
CWOP_C9821,44.86466,-124.04217,49,2008-02-06 00:00:00+00:00,2023-02-23 14:30:00+00:00,CWOP,400243
CWOP_C9822,44.85992,-123.34229,442,2008-02-06 00:00:00+00:00,2023-03-08 22:18:00+00:00,CWOP,1256893
CWOP_C9831,47.27408,-122.36286,377,2008-02-13 00:00:00+00:00,2015-06-22 22:36:00+00:00,CWOP,196371
CWOP_C9843,39.54217,-119.8625,5020,2008-02-13 00:00:00+00:00,2011-11-01 03:47:00+00:00,CWOP,107002
CWOP_C9846,44.51667,-109.095,5049,2008-02-13 00:00:00+00:00,2013-02-08 23:46:00+00:00,CWOP,63334
CWOP_C9853,47.80633,-122.19367,423,2009-02-25 00:00:00+00:00,2010-11-21 16:41:00+00:00,CWOP,6919
CWOP_C9878,32.90034,-105.52471,7228,2008-02-13 00:00:00+00:00,2022-12-23 13:30:00+00:00,CWOP,360132
CWOP_C9882,33.7255,-117.21383,1480,2008-02-28 00:00:00+00:00,2008-05-31 05:13:00+00:00,CWOP,928
CWOP_C9890,33.74317,-116.8875,1870,2008-02-20 00:00:00+00:00,2008-07-19 19:17:00+00:00,CWOP,11982
CWOP_C9902,43.91667,-116.23333,3064,2008-02-13 00:00:00+00:00,2008-03-27 23:20:00+00:00,CWOP,3324
CWOP_C9912,37.76342,-106.09284,7630,2008-02-20 00:00:00+00:00,2012-10-05 17:33:00+00:00,CWOP,86879
CWOP_C9925,40.24721,-111.70851,4528,2008-02-27 00:00:00+00:00,2009-04-05 12:45:00+00:00,CWOP,33123
CWOP_C9927,36.9472,-121.41129,189,2008-02-20 00:00:00+00:00,2023-03-08 22:13:00+00:00,CWOP,483964
CWOP_C9939,33.20167,-116.93733,2149,2008-02-20 00:00:00+00:00,2023-03-08 22:16:00+00:00,CWOP,569245
CWOP_C9948,34.20633,-118.17383,1577,2008-02-20 00:00:00+00:00,2019-11-25 01:45:00+00:00,CWOP,362097
CWOP_C9951,38.76567,-121.27517,153,2008-02-20 00:00:00+00:00,2009-08-10 23:57:00+00:00,CWOP,18416
CWOP_C9953,48.4278,-123.51136,475,2008-02-20 00:00:00+00:00,2014-03-26 02:43:00+00:00,CWOP,1111014
CWOP_C9969,33.55437,-117.81949,98,2008-02-20 00:00:00+00:00,2009-06-07 03:04:00+00:00,CWOP,36824
CWOP_C9974,39.56867,-104.3475,5722,2008-02-27 00:00:00+00:00,2008-05-07 00:28:00+00:00,CWOP,6282
CWOP_C9982,45.32867,-122.6095,470,2011-12-28 00:00:00+00:00,2017-03-17 06:00:00+00:00,CWOP,261057
CWOP_C9991,41.2,-112,4422,2008-02-27 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,697546
CWOP_D0018,39.703,-105.27867,7556,2008-02-27 00:00:00+00:00,2008-04-28 15:34:00+00:00,CWOP,4488
CWOP_D0026,39.625,-119.69033,4495,2008-03-05 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,463270
CWOP_D0044,32.84017,-116.76883,1994,2008-06-04 00:00:00+00:00,2014-10-05 16:46:00+00:00,CWOP,189918
CWOP_D0045,37.4,-105.4,8245,2008-03-07 00:00:00+00:00,2014-07-03 17:24:00+00:00,CWOP,197882
CWOP_D0055,32.725,-117.15917,328,2008-04-02 00:00:00+00:00,2012-12-30 19:45:00+00:00,CWOP,55959
CWOP_D0062,32.875,-116.63833,3825,2008-03-08 00:00:00+00:00,2008-07-15 03:29:00+00:00,CWOP,1232
CWOP_D0063,39.81133,-105.64367,10000,2008-03-05 00:00:00+00:00,2010-04-29 04:04:00+00:00,CWOP,75678
CWOP_D0066,46.17717,-122.97317,410,2008-03-05 00:00:00+00:00,2009-08-06 17:30:00+00:00,CWOP,43315
CWOP_D0069,45.98117,-118.40167,840,2008-03-05 00:00:00+00:00,2017-06-08 22:53:00+00:00,CWOP,341556
CWOP_D0077,37.3735,-122.20017,492,2008-03-13 00:00:00+00:00,2008-04-13 05:46:00+00:00,CWOP,572
CWOP_D0094,40.74484,-111.60333,6808,2008-03-12 00:00:00+00:00,2015-05-22 01:15:00+00:00,CWOP,285417
CWOP_D0096,48.1,-123.41333,330,2008-03-12 00:00:00+00:00,2008-07-19 19:07:00+00:00,CWOP,4975
CWOP_D0117,36.44829,-118.90016,860,2008-03-19 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,1128909
CWOP_D0126,46.85617,-122.85233,283,2008-03-19 00:00:00+00:00,2023-03-08 22:14:00+00:00,CWOP,473807
CWOP_D0140,38.77467,-121.21467,471,2008-03-19 00:00:00+00:00,2017-04-17 02:00:00+00:00,CWOP,500542
CWOP_D0151,48.78292,-117.28792,2631,2008-03-19 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,166228
CWOP_D0160,44.75066,-122.93499,308,2008-03-19 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,411427
CWOP_D0162,33.7753,-118.37049,1010,2008-03-20 00:00:00+00:00,2023-03-08 22:22:00+00:00,CWOP,623713
CWOP_D0174,36.452,-121.788,1752,2008-03-31 00:00:00+00:00,2015-01-05 19:52:00+00:00,CWOP,165903
CWOP_D0176,34.21333,-118.86367,835,2008-03-31 00:00:00+00:00,2013-11-16 23:50:00+00:00,CWOP,171710
CWOP_D0185,39.08206,-104.771,7461,2008-04-02 00:00:00+00:00,2015-08-13 14:49:00+00:00,CWOP,153007
CWOP_D0186,37.33617,-122.0575,275,2008-03-31 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,447458
CWOP_D0195,34.44783,-119.1725,1024,2008-03-31 00:00:00+00:00,2008-07-19 19:10:00+00:00,CWOP,8673
CWOP_D0207,36.36013,-105.56783,7238,2008-06-04 00:00:00+00:00,2021-06-23 18:01:00+00:00,CWOP,405601
CWOP_D0217,48.9255,-109.62217,2738,2008-04-02 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,434124
CWOP_D0221,38.843,-106.16467,8100,2008-04-02 00:00:00+00:00,2009-04-15 13:47:00+00:00,CWOP,35932
CWOP_D0228,45.34867,-122.362,350,2008-04-02 00:00:00+00:00,2011-07-03 22:09:00+00:00,CWOP,124136
CWOP_D0231,40.66561,-111.81141,4580,2008-04-02 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,706077
CWOP_D0237,45.58833,-123.52133,699,2009-03-25 00:00:00+00:00,2014-04-02 05:56:00+00:00,CWOP,218296
CWOP_D0244,39.08033,-108.67,4802,2008-04-02 00:00:00+00:00,2008-04-04 18:34:00+00:00,CWOP,25
CWOP_D0249,47.11313,-122.77274,183,2008-04-02 00:00:00+00:00,2023-03-08 22:21:00+00:00,CWOP,775956
CWOP_D0258,46.73769,-121.9644,1850,2008-04-02 00:00:00+00:00,2021-02-19 07:01:00+00:00,CWOP,8681
CWOP_D0263,46.0095,-122.845,135,2008-04-09 00:00:00+00:00,2011-01-11 00:04:00+00:00,CWOP,96881
CWOP_D0266,42.6905,-120.545,4380,2008-04-09 00:00:00+00:00,2014-07-30 23:53:00+00:00,CWOP,463606
CWOP_D0273,37.32833,-119.6525,2260,2008-04-23 00:00:00+00:00,2009-02-26 16:53:00+00:00,CWOP,29247
CWOP_D0274,34.89929,-118.65205,4413,2008-04-16 00:00:00+00:00,2008-08-07 01:30:00+00:00,CWOP,5745
CWOP_D0288,48.30495,-122.71249,39,2008-04-09 00:00:00+00:00,2012-12-26 00:19:00+00:00,CWOP,197299
CWOP_D0295,38.0755,-104.98467,6391,2008-04-09 00:00:00+00:00,2011-03-13 02:23:00+00:00,CWOP,115534
CWOP_D0310,45.55292,-120.16533,1191,2008-05-21 00:00:00+00:00,2023-03-08 22:16:00+00:00,CWOP,433679
CWOP_D0328,34.40917,-118.90967,574,2008-04-16 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,444945
CWOP_D0334,38.5365,-121.4325,39,2008-05-10 00:00:00+00:00,2008-05-10 01:35:00+00:00,CWOP,5
CWOP_D0353,47.07792,-122.96034,164,2008-04-16 00:00:00+00:00,2014-08-03 21:54:00+00:00,CWOP,277310
CWOP_D0356,39.03833,-108.478,4754,2008-04-23 00:00:00+00:00,2010-07-01 13:48:00+00:00,CWOP,27079
CWOP_D0368,47.76283,-122.24867,43,2008-04-23 00:00:00+00:00,2019-11-04 00:01:00+00:00,CWOP,558990
CWOP_D0370,34.23104,-111.34722,4829,2008-04-23 00:00:00+00:00,2015-08-30 06:57:00+00:00,CWOP,239726
CWOP_D0372,47.7345,-121.97117,420,2008-04-24 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,261014
CWOP_D0375,43.26796,-112.51643,4534,2008-04-23 00:00:00+00:00,2020-02-11 21:10:00+00:00,CWOP,476109
CWOP_D0376,34.40167,-119.07367,663,2008-05-07 00:00:00+00:00,2011-12-14 18:57:00+00:00,CWOP,145929
CWOP_D0380,45.34608,-122.1993,1600,2008-04-23 00:00:00+00:00,2016-10-16 23:08:00+00:00,CWOP,322860
CWOP_D0391,37.32399,-119.65102,2323,2008-04-30 00:00:00+00:00,2019-08-04 18:15:00+00:00,CWOP,377151
CWOP_D0394,34.04133,-117.17167,1568,2008-04-23 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,491754
CWOP_D0395,33.19917,-117.387,46,2008-04-23 00:00:00+00:00,2023-03-08 22:16:00+00:00,CWOP,420139
CWOP_D0400,46.59133,-120.619,1286,2008-04-30 00:00:00+00:00,2008-07-19 19:18:00+00:00,CWOP,7131
CWOP_D0409,34.0185,-118.46717,397,2008-05-09 00:00:00+00:00,2011-07-30 20:00:00+00:00,CWOP,44248
CWOP_D0413,43.47783,-110.76033,6247,2008-07-23 00:00:00+00:00,2018-11-24 12:25:00+00:00,CWOP,449181
CWOP_D0414,43.84213,-110.50796,6749,2008-07-02 00:00:00+00:00,2023-03-08 22:16:00+00:00,CWOP,438577
CWOP_D0415,43.4625,-110.80383,6112,2008-08-13 00:00:00+00:00,2014-06-25 16:16:00+00:00,CWOP,204880
CWOP_D0416,43.43283,-110.78133,6158,2012-06-13 00:00:00+00:00,2018-11-12 12:04:00+00:00,CWOP,270340
CWOP_D0417,40.05533,-105.20883,5202,2008-05-07 00:00:00+00:00,2023-03-08 22:11:00+00:00,CWOP,691573
CWOP_D0428,34.15867,-118.59167,1050,2008-05-07 00:00:00+00:00,2009-03-23 07:34:00+00:00,CWOP,25844
CWOP_D0432,39.39398,-123.42523,1969,2008-05-07 00:00:00+00:00,2015-05-08 14:24:00+00:00,CWOP,228310
CWOP_D0444,35.97967,-106.05883,5600,2008-05-14 00:00:00+00:00,2012-04-08 02:16:00+00:00,CWOP,5969
CWOP_D0445,38.03583,-121.06417,82,2008-05-07 00:00:00+00:00,2017-02-17 17:57:00+00:00,CWOP,430856
CWOP_D0446,32.0595,-110.68417,3300,2008-05-07 00:00:00+00:00,2016-09-25 10:01:00+00:00,CWOP,262516
CWOP_D0460,44.23717,-121.475,3251,2008-05-07 00:00:00+00:00,2015-05-29 17:56:00+00:00,CWOP,285620
CWOP_D0462,45.9095,-119.3405,383,2008-05-14 00:00:00+00:00,2023-03-08 22:17:00+00:00,CWOP,592947
CWOP_D0465,44.15853,-108.87189,5748,2008-05-07 00:00:00+00:00,2022-08-03 17:46:00+00:00,CWOP,725734
CWOP_D0475,45.2455,-122.64783,486,2008-05-11 00:00:00+00:00,2010-11-29 20:19:00+00:00,CWOP,62
CWOP_D0480,34.45467,-119.7905,285,2008-05-07 00:00:00+00:00,2015-06-20 18:31:00+00:00,CWOP,214838
CWOP_D0484,39.64,-105.27617,7425,2008-05-07 00:00:00+00:00,2010-10-24 17:36:00+00:00,CWOP,76976
CWOP_D0490,33.87617,-117.72333,461,2008-05-07 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,744473
CWOP_D0493,39.36264,-104.79154,6608,2008-05-07 00:00:00+00:00,2016-12-30 22:21:00+00:00,CWOP,302779
CWOP_D0495,43.487,-112.0275,4708,2008-05-07 00:00:00+00:00,2023-03-08 22:19:00+00:00,CWOP,675216
CWOP_D0504,46.38167,-120.31533,764,2008-05-14 00:00:00+00:00,2022-09-18 12:00:00+00:00,CWOP,442377
CWOP_D0505,38.10504,-103.87616,4291,2008-05-14 00:00:00+00:00,2013-01-15 18:26:00+00:00,CWOP,176202
CWOP_D0527,39.2,-106.1,11493,2008-05-14 00:00:00+00:00,2014-01-17 17:43:00+00:00,CWOP,141096
CWOP_D0529,34.11983,-118.45983,1082,2019-11-07 05:09:00+00:00,2023-03-08 22:20:00+00:00,CWOP,137538
CWOP_D0539,37.29083,-121.9275,164,2008-05-21 00:00:00+00:00,2009-09-23 02:09:00+00:00,CWOP,42646
CWOP_D0543,42.78833,-113.003,4551,2008-05-21 00:00:00+00:00,2010-09-26 02:04:00+00:00,CWOP,64989
CWOP_D0553,33.66301,-117.83013,72,2008-05-21 00:00:00+00:00,2023-01-06 02:10:00+00:00,CWOP,679253
CWOP_D0558,33.75456,-117.78328,207,2008-05-22 00:00:00+00:00,2018-05-05 20:07:00+00:00,CWOP,1494297
CWOP_D0571,39.22983,-106.08617,11010,2008-05-21 00:00:00+00:00,2015-05-16 03:07:00+00:00,CWOP,174225
CWOP_D0573,39.61143,-104.04382,5194,2008-05-22 00:00:00+00:00,2016-02-19 15:58:00+00:00,CWOP,339457
CWOP_D0579,51.54867,-114.99033,5905,2008-05-21 00:00:00+00:00,2021-02-15 20:34:00+00:00,CWOP,211790
CWOP_D0586,39.0176,-121.54813,46,2008-05-21 00:00:00+00:00,2011-04-18 06:06:00+00:00,CWOP,117611
CWOP_D0602,38.91367,-104.702,6692,2019-09-26 00:09:00+00:00,2023-03-08 22:21:00+00:00,CWOP,303926
CWOP_D0603,45.2955,-122.77383,184,2008-05-28 00:00:00+00:00,2008-07-15 08:51:00+00:00,CWOP,2725
CWOP_D0604,40.667,-111.9325,4281,2008-05-28 00:00:00+00:00,2017-07-12 03:26:00+00:00,CWOP,223276
CWOP_D0605,33.93833,-118.12717,119,2008-05-28 00:00:00+00:00,2009-10-14 19:43:00+00:00,CWOP,210
CWOP_D0609,46.66066,-122.92547,269,2008-05-28 00:00:00+00:00,2008-07-19 15:12:00+00:00,CWOP,1139
CWOP_D0611,40.51472,-111.89837,4418,2008-07-02 00:00:00+00:00,2019-06-27 01:02:00+00:00,CWOP,367222
CWOP_D0614,40.60283,-111.973,4530,2008-06-04 00:00:00+00:00,2008-07-31 10:46:00+00:00,CWOP,20
CWOP_D0618,37.52433,-122.30883,328,2008-05-29 00:00:00+00:00,2018-04-07 16:25:00+00:00,CWOP,285592
CWOP_D0619,48.6635,-122.50067,98,2008-05-28 00:00:00+00:00,2015-04-19 20:38:00+00:00,CWOP,111306
CWOP_D0634,38.88453,-104.85777,6434,2008-06-04 00:00:00+00:00,2009-01-25 21:45:00+00:00,CWOP,15008
CWOP_D0643,34.48413,-118.33707,2507,2008-06-04 00:00:00+00:00,2016-06-12 04:27:00+00:00,CWOP,142556
CWOP_D0645,47.935,-110.50333,2635,2010-03-03 00:00:00+00:00,2015-08-14 20:45:00+00:00,CWOP,94608
CWOP_D0646,45.61474,-122.43063,331,2008-06-04 00:00:00+00:00,2022-06-07 21:01:00+00:00,CWOP,464031
CWOP_D0649,39.10128,-108.50137,4728,2008-06-04 00:00:00+00:00,2008-12-29 18:31:00+00:00,CWOP,16290
CWOP_D0656,41.90464,-109.85131,6322,2008-06-11 00:00:00+00:00,2016-03-02 02:48:00+00:00,CWOP,391904
CWOP_D0665,38.07127,-105.37202,8514,2008-06-11 00:00:00+00:00,2015-08-12 02:18:00+00:00,CWOP,232239
CWOP_D0677,45.65371,-122.53133,255,2008-06-11 00:00:00+00:00,2023-03-08 22:18:00+00:00,CWOP,1239623
CWOP_D0682,34.94253,-118.65529,5910,2008-06-11 00:00:00+00:00,2021-11-23 13:45:00+00:00,CWOP,327992
CWOP_D0691,33.63583,-111.94617,1486,2012-10-12 00:00:00+00:00,2023-03-08 22:15:00+00:00,CWOP,328088
CWOP_D0694,47.545,-121.79083,673,2008-06-11 00:00:00+00:00,2008-07-19 18:47:00+00:00,CWOP,2620
CWOP_D0707,47.00383,-124.152,15,2008-06-18 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,829901
CWOP_D0709,34.5595,-112.34617,5249,2008-06-18 00:00:00+00:00,2009-04-02 01:34:00+00:00,CWOP,17281
CWOP_D0710,45.693,-122.63467,300,2008-06-18 00:00:00+00:00,2013-10-17 17:50:00+00:00,CWOP,275402
CWOP_D0711,48.1555,-114.42017,3188,2008-06-25 00:00:00+00:00,2023-03-08 22:02:00+00:00,CWOP,224416
CWOP_D0713,44.35115,-104.80305,4189,2008-07-16 00:00:00+00:00,2023-03-08 22:18:00+00:00,CWOP,1297574
CWOP_D0718,34.55883,-112.40283,5778,2008-06-18 00:00:00+00:00,2008-06-20 21:15:00+00:00,CWOP,195
CWOP_D0730,34.02051,-112.74389,2165,2008-07-09 00:00:00+00:00,2009-12-08 18:00:00+00:00,CWOP,5291
CWOP_D0735,41.874,-120.158,4777,2008-06-18 00:00:00+00:00,2023-03-08 22:20:00+00:00,CWOP,497236
CWOP_D0739,38.03333,-107.31433,8666,2008-06-25 00:00:00+00:00,2015-06-15 06:54:00+00:00,CWOP,188485
