activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,path,catalog,installation
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,historical,r5i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/historical/r5i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r1i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r1i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r2i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r2i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r3i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r3i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r4i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r4i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp245,r5i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp245/r5i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,day,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/day/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/hursmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,hursmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/hursmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,huss,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/huss/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,pr,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/pr/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,rsds,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/rsds/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,tasmin,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/tasmin/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,uas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/uas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,vas,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/vas/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,mon,wspeed,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/mon/wspeed/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r1i1p1f1,yrmax,tasmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r1i1p1f1/yrmax/tasmax/d03/,data,
LOCA2,UCSD,EC-Earth3-Veg,ssp370,r2i1p1f1,day,hursmax,d03,s3://cadcat/loca2/ucsd/ec-earth3-veg/ssp370/r2i1p1f1/day/hursmax/d03/,data,
