Apr-09,-1.0647354,-1.0503387,-0.5398712,0.0,0.0,0.0,0.0,-1.7320404,-1.0082703,-0.8700714,0.0,0.0,0.16446686,0.0,-2.0148926,-1.1167145,-0.89746857,0.0,1.422615,1.0735779,-0.30174255,-2.2496185,-0.3110199,-1.629776,0.0,0.0,0.86380005,-0.72080994,-2.1952858,-0.91109467,-1.0568314,0.0,0.43115997,0.99212646,0.0,-0.52498245,-0.46894836,-0.6129761,0.0,0.0,2.2323608,-0.8560562,-0.50855637,-0.21164703,-0.69290924,-1.5639572,0.5515671,2.369194,-0.97333527,-0.40100098,0.0,-1.0901184,-2.0079193,0.0,1.466011,-0.54047394,-0.5868912,0.0,-1.2256889,-1.0718269,0.0,2.0743828,0.0,-2.316906,0.0,-0.3911705,0.0,0.19078064,0.90735626,-1.4177856,-2.143158,-1.1246185,-1.0582047,0.0,0.0,1.2513962,0.0,-2.2943306,-0.32288742,0.0,0.3986969,0.20692825,1.3389587,-0.16979599,-2.7609177,-0.048171997,0.0,0.0,0.0,1.124176,0.0,-2.260437,0.0,0.0,-1.3289642,0.720871,1.2300262,-0.54849243,-2.1498566,0.0,0.5191574,-1.664814,0.8076019,2.1400795,0.0,-0.43138123,0.0,1.10643,0.0,0.2458725,0.0,0.0,-0.29888535,0.0,0.0,-0.43659592,0.88204193,0.0,-0.22104645,-1.4650269,0.0,-0.5780945,-1.2088776,0.0,-0.75953674,-0.26598358,-2.4378586,0.0,0.0,-0.58023834,0.0,-2.0930557,0.0,-1.7061768,-0.2962494,-1.0783691,-2.9730072,0.0,-2.1512299,0.0,-0.13897705,0.0,0.0,-3.3807678,0.0,-1.724144,0.0,-0.22724915,-0.15655518,-0.36579895,-5.301567,0.0,-1.1167603,0.0,-0.18627167,-1.3852692,0.0,-5.1236954,0.0,-0.7139969,0.0,0.0,-1.2078934,-0.27822876,-4.7134705,0.0,-0.5033417,0.0
Apr-10,1.2143707,0.0,-0.0335083,-1.0588074,0.0,-0.30877686,0.0,0.0,-0.26768494,-0.84375,-1.9463348,0.0,-1.5624237,0.0,0.12199402,0.0,-1.452507,-1.717102,0.0,-1.7414398,0.0,0.29992676,-1.0972595,-0.813324,-0.42181778,0.0,-1.9099274,0.0,0.0,-1.8604813,-0.7974396,-1.3874664,0.51686096,-2.182106,0.0,0.0,-0.936203,-0.07937622,-1.5823631,0.0,-1.5803261,-0.21104431,0.87417984,-0.3142624,-0.21258545,-2.1296997,0.0,0.0,0.0,0.0,0.0,-0.584198,-1.2845192,0.0,0.0,0.0,0.0,-0.07398987,-1.4700241,-1.1440659,0.94026566,0.0,0.0,0.0,-0.29240417,-0.65747833,-1.048809,0.9955826,-2.6792374,0.0,1.1530151,-0.3264618,-0.31277847,-1.0892944,0.9258156,0.0,0.0,0.0,-0.00983429,0.0,-0.2963562,0.0,0.0,0.0,1.08078,-0.10964203,-1.1598816,-1.890091,0.97382736,-0.5510788,0.0,1.1255493,-0.24192047,-0.4761467,0.0,0.51130676,-1.433548,-0.2411499,1.361702,-0.50470734,0.0,-0.8141403,1.375267,-1.6639366,0.0,0.07734299,-0.49312592,0.0,-0.5525589,0.7851944,-0.07333374,0.0,0.5166855,0.5625,0.0,-1.2147598,1.1987762,0.0,-0.69345856,0.45851517,-1.6726685,-0.9462509,-1.8020325,0.9419708,0.0,-0.84165955,0.0,-0.70944214,-0.8176575,-1.2945175,0.18292236,0.0,0.0,0.0,-0.28751373,-0.21929169,-0.31684875,0.0,-0.8203583,0.0,0.2524109,-2.771469,-0.0025253296,0.0,0.73350525,-1.2968292,0.0,1.5830231,1.7967682,-0.15880585,0.0,0.545578,0.0,-0.34228516,2.4334717,0.0,-0.14083862,0.0,0.6218262,0.0,-1.4639282,2.3884811,-1.0858917,-0.10700989,0.0,0.020759583,0.0,0.0
Apr-11,3.2677155,0.0,-0.04647827,-0.0872345,0.36689758,-2.4623642,0.0,2.9380188,0.0,-0.06504059,-0.09564209,0.8058014,-2.6745148,0.0,2.2742767,-0.50619507,-0.5204773,-0.34057617,0.4625244,-1.8324661,0.0,0.051864624,0.16275787,-0.52420807,-0.511528,0.16918945,-1.2869415,-0.09024811,0.45407104,-0.7848129,-0.46483612,0.0,0.017532349,0.0,0.0,0.54283524,-1.3791122,-0.7456436,-0.3950119,0.0,-1.0495148,0.0,0.5620575,-1.4796371,-1.9672089,-0.6700592,1.2058029,-2.0385056,-0.3184433,0.9233475,-0.90906525,0.0,-1.1831741,1.065506,0.0,-0.68257904,0.06685257,0.0,-3.0127258,-1.050293,1.6844788,-0.21648407,-0.32772446,0.23516464,-0.3538704,0.0,-2.2689514,0.06141281,-0.08294678,-0.7254791,1.1130219,-0.15578842,-0.5961685,-1.0048103,0.46889877,-0.4189682,-0.82035065,1.3078156,0.0,0.0,-3.3712616,0.1868782,0.0,-0.08206558,0.8474808,-0.29037094,0.0,-2.4622536,1.4019623,0.0,-0.48004532,0.69873047,-0.11173248,0.0,-2.7511406,1.5288582,0.0,-0.20884705,1.0973129,-0.115688324,0.0,-1.5056763,1.8894882,0.0,0.0,0.0,0.0,0.0,-0.59710693,1.8528976,0.0,-0.25180817,0.0,0.12677765,0.0,-1.482605,1.0837479,-0.32777405,0.0,0.20714569,2.1202545,0.0,-0.9609184,1.4425583,0.0,-0.5031738,0.0,2.1275597,0.0,-0.7315216,1.903656,0.0,-0.12618256,0.0,0.72454834,0.0,0.0,0.9487152,0.0,0.0,0.0,0.0,0.0,0.0,0.098716736,0.0,-1.1915741,-2.8060684,0.0,0.0,-0.7184601,0.3533249,0.0,0.0,-3.18219,0.0,0.0,-1.0694733,0.9238434,0.0,0.0,0.0,0.33733368,0.0,-0.21176147,1.4322815,0.50224304,0.0
Apr-12,-2.9507675,-0.24279785,0.0,-0.25312042,1.7550125,0.0,0.0,-1.5746689,0.0,-0.5922699,-1.3734589,1.6142197,0.42259216,-0.328331,-1.6180573,0.0,0.0,-1.579773,0.75894165,0.753891,0.0,-0.36935425,0.0,-0.54029846,-3.84021,2.7909164,0.52262115,0.0,-0.95114136,1.4584885,-0.5410156,-3.6589355,2.9721298,0.089538574,-0.7153702,-1.1655922,0.92521286,0.0,-3.630539,0.0,0.0,-0.45324707,-1.2136002,1.8634491,-0.070640564,-2.1955643,0.568161,0.0,-0.18616486,-1.2435455,1.0482025,-0.79623413,-0.7385559,1.8458633,1.6901894,0.0,-0.0063705444,0.18775558,0.008842468,-1.171196,0.092559814,1.7739639,-0.8914871,0.0,0.58293533,0.0,-0.06552887,0.59095764,1.3653259,0.0,-1.0113449,0.9167557,0.0,0.0,1.186142,1.4795303,-0.7345505,0.0,0.48789978,0.0,0.0,2.5248222,1.4189949,-0.30789185,0.0,1.2036095,0.0,-0.7982712,2.0903664,0.41363525,0.0,0.0,0.42055893,0.0,-0.7563019,1.3479118,1.0571594,-1.380928,0.0,1.1904793,0.0,-0.86291885,0.32788467,0.44280624,-2.0494995,-0.37947083,0.49427795,0.0,0.0,1.680687,0.07283783,-0.020103455,-0.03976822,0.24983215,0.0,-2.7913513,0.0,0.9769592,0.0,0.0,0.911644,0.061523438,-1.8240623,0.0,1.3312683,0.0,-0.34101486,0.0,0.0,-0.11794281,0.0,1.0212936,-2.6419983,0.0,0.0,0.0382843,0.0,0.30267334,-0.13628387,-2.6832962,0.0,0.04888916,-0.18863678,-2.4148483,0.0,-0.4576416,-2.9868011,1.578125,0.45785522,-0.28630066,-0.24988556,0.18391418,0.0,-3.1624756,0.0,1.9508972,0.0,0.35173035,0.48010254,-0.44961548,-3.537384,0.0,0.6279297,0.0,1.044136,0.8925934,-0.55667114,-2.6740189
Apr-13,0.0,1.2995758,0.0,0.0,0.5351944,-0.5517273,-0.51888275,-0.28790283,1.2443695,0.0,0.0,0.59446716,1.0887451,-0.32344055,-0.67170715,1.5589066,0.03642273,0.0,0.5210266,2.284607,-2.4336853,-1.1521912,1.1008301,0.0,0.30871582,0.05053711,2.8092651,0.0,0.0,1.435257,-0.005378723,0.26718903,0.74487305,2.6517792,-0.9608154,0.0,2.4800491,0.0,0.3062973,0.9371338,2.706211,-0.9207077,-0.7073517,2.8542404,-0.26190948,0.0,0.99876404,1.418827,-1.8107605,-1.8528976,1.4982071,0.0,0.0,0.0,0.27169037,-0.16298676,-1.2860031,2.1990776,0.2033577,-0.14952469,0.9845352,1.1044006,-0.2637787,-0.044330597,0.8786316,0.0,0.0,0.811615,1.1590042,-2.3123474,-0.3010254,0.7154312,0.029441833,-0.98778534,0.13359451,0.7093315,-3.234703,-0.5199852,0.2005539,0.0,-0.021591187,0.44868088,0.0,-2.199955,-1.2637024,0.28614044,0.32404327,0.0,0.0,0.0,-1.6570129,-0.06393814,0.0,2.5107079,0.0,0.7497635,0.7390518,-1.7329254,0.0,0.13584518,2.3760147,0.0,0.004558563,0.0,-1.2212372,-0.06745148,0.0,2.9236832,0.0,1.1900368,0.22681427,-0.31816483,-0.9498749,0.11546326,2.2639542,1.1482391,0.0,0.52262115,-1.4007034,-1.5600014,0.45774078,1.3287964,0.12464142,0.6879654,-0.15392303,-1.8881149,-1.6464081,0.26564026,0.0,0.30223083,0.0,0.8026581,-1.6315308,-1.4376755,0.0,0.0,0.0,1.3338013,0.7615204,-1.9048157,-1.1443939,0.0,0.0,0.052246094,0.0,0.0,-1.6859055,0.0,1.1000595,0.64572144,0.055641174,1.3710327,-0.2647705,-1.8438873,0.0,1.1598816,2.3776093,0.0,2.0837708,0.0,-2.1444168,-0.48065186,0.620224,2.3875427,0.0,2.3332214,0.0,-2.4048538
Apr-14,-1.1825104,2.8910522,2.082573,0.93136597,2.802063,0.0,-2.4714355,-1.1632385,2.877655,2.3036652,0.0,3.0811768,0.0,-2.617653,0.0,2.1097107,0.35057068,0.0,3.548149,-0.55052185,-2.298233,0.0,1.3899994,1.1101685,0.6422653,3.5591278,0.27526855,-1.1145096,-0.42665863,1.010025,1.524353,0.0,1.9823761,0.71048737,-1.2208557,0.0,0.79623413,3.6614075,0.0075263977,2.5366821,0.21302032,-2.1081085,-0.87181854,0.3115158,1.4884834,0.15985107,0.13397217,0.7199936,-0.65473175,-0.18973541,0.4600525,0.0,1.0010185,0.8285904,-0.963501,-0.35079956,-0.42121124,0.0,0.0,0.66000366,0.2962494,-0.47883987,-0.7482834,0.0,0.0,1.5745621,0.0,0.9787216,1.1025314,0.0,0.0,0.5629387,0.0,0.0,0.17720795,0.0,-0.13996887,0.0,0.027301788,0.0,0.0,1.1418648,0.0,-0.16172028,0.0,0.0,0.0,0.0,3.3528595,0.0,-1.7987366,0.0,0.35414505,0.0,0.0,3.0779343,0.0,-1.835434,-0.12112427,0.84633255,0.0,0.0,3.3296814,-0.43549728,-2.344429,0.0,0.0,0.0,0.01977539,1.8577881,0.9173012,-1.820652,0.0,0.0,0.0,0.0,0.0,0.2741661,-0.052677155,0.0,0.0,0.0,0.0,1.1453247,0.17666245,0.54893494,-0.7319641,0.0,0.0,0.0,0.0,1.6101532,0.0,0.0,0.0,0.0,0.0,0.0,1.3344574,0.0,-1.8054962,0.8841858,0.0,0.0,0.0,1.6552048,-0.69467163,-1.9776001,-2.0485077,0.0,0.23181152,0.0,1.0163956,1.6053238,-1.8998718,1.2496338,0.0,0.0,0.0,0.0,-2.3110886,-1.7654419,-0.16001892,0.0,1.0256882,0.0,0.0,-3.2971115
Apr-15,-1.0614929,-0.49471283,0.0,0.0,0.0,0.0,-3.0571136,-0.87664795,-0.50076294,0.0,0.0,0.0,0.0,-2.8307877,-0.90945435,0.0,0.0,0.0,0.0,0.0,-1.1340103,-1.204155,-2.2956467,0.0,0.0,0.0,0.68405914,-1.4467392,-0.67796326,-1.2057495,0.0,0.058944702,0.0,0.0,-0.93218994,-0.6157837,-0.36134338,0.0,0.9659729,0.0,1.4405212,-2.4249039,-0.83842087,-0.04421997,0.0,0.3558998,0.0,0.0,-1.0988007,-0.04576111,-0.26537704,0.0,0.58869934,0.0,0.5767822,-1.1491165,-1.0455093,-0.9602585,0.0,1.0792427,0.0,0.75953674,-1.4522247,-1.5078735,-0.5119629,0.0,1.3821869,0.0,1.0801773,-1.389885,-0.6819191,-0.6999397,0.0,0.17759705,0.0,1.6126251,-1.5555038,-1.3306084,0.0,0.0,3.1422043,0.0,0.645607,0.8083725,-0.30810928,-0.24362183,0.0,1.7663803,0.010543823,0.89879227,0.0,-1.0872612,-0.5800209,0.0,2.5975494,0.74630356,0.8432541,0.0,-0.67967224,-0.7385559,0.0,0.5590973,0.787941,0.3789177,0.0,-0.003074646,-0.04762268,0.0,0.127388,0.0,-0.12700272,0.0,-0.5645294,-0.38990402,0.0,0.0,0.0,-0.11305237,-0.6190834,-0.2873459,0.0,0.0,0.0,-1.3235779,-0.09635925,-2.6198578,-0.025978088,0.0,0.0,0.0,0.0,0.06338501,-1.5992737,-1.0630951,-1.9290848,0.0,0.0,-0.30233765,-0.027359009,-1.0155258,-1.8472977,-1.7449036,0.0,0.0,-0.2000122,0.0,-0.0012664795,-1.5735168,-1.6409149,0.0,0.0,0.0,0.0,-0.5428314,-3.4876556,-1.1588974,0.0,0.0,1.3313217,0.0,-1.4736481,-3.3720245,-0.8961029,-0.4222641,0.0,1.147522,-0.16786957,-0.2859726
Apr-16,-3.4454193,-0.8358383,-0.94202423,0.0,0.5272293,-0.3132782,-0.29898834,-2.3041077,-1.0089874,-0.7392731,0.0,0.0,0.0,-1.2162476,-1.7568817,-1.3834,0.0,0.0,0.0,-0.69290924,-0.40589142,-1.1498871,-0.8739624,0.0,0.0,0.0,-0.63946533,-2.1148148,-0.86330414,-0.8219986,-0.19615936,0.0,0.0,0.0,-1.1235199,-0.49257278,-2.5004883,0.0,0.0,0.0,0.0,-0.638855,-0.7157593,-2.3713913,-0.42813492,0.0,0.90587616,0.0,-2.1613312,-1.4363556,-1.6363564,-0.22247314,0.0,1.5531921,0.0,-1.8626862,-0.45186615,-1.8655319,-0.024116516,0.0,0.78974915,0.0,-1.0407867,-0.7342148,-1.1725731,0.0,0.0,0.03730011,1.0360641,-2.1804047,-0.4487915,-0.41709137,-0.5676613,0.0,1.0315056,1.1678467,-2.4055672,-1.7968712,0.0,-0.2571907,-0.7536621,0.0,0.0,-2.689949,-0.76843643,0.0,-2.1105843,-0.50048065,1.3603821,0.00472641,-0.9724541,-0.16638947,0.0,-1.9145355,-0.8432007,0.37067413,0.6635742,-0.6541252,-0.16073227,-0.7739868,-1.0652313,0.0,0.0,0.3911667,-0.098545074,-1.0816574,0.004501343,-0.2901535,0.0,1.0229378,-0.18501282,-0.68411636,-0.40023422,-0.93120193,-0.19324875,0.0,0.59287643,-0.27487946,-0.2825699,-0.2722473,-1.0573235,0.0,-0.08074951,1.1379623,-0.4850464,-0.5662384,-0.5736542,0.0,-1.4811249,-0.09887695,0.0,0.0,-0.9124756,0.0,0.0,-0.99212646,-1.1321411,0.0,-0.84243774,-0.97102356,0.0,-3.658554,-0.8489685,-1.3095245,0.0,0.0,-0.47499847,-2.0798798,-1.7889557,-0.6069336,-1.72892,0.0,0.0,-1.0131531,-1.5402222,-1.8432846,-0.69866943,0.0,0.1929245,0.0,-1.4896393,-1.1763611,-2.1427155,-0.6322098,-0.13468933,0.549263,0.0,-0.68032837
Apr-17,0.8759918,-2.6908264,-0.10749817,-0.871048,1.1839905,0.0,-1.1867981,0.5449753,-3.5799408,-0.28756714,-1.0331573,1.2766571,0.0,-0.80903625,0.617157,-3.1124725,-0.29718018,-0.9617462,0.81936646,0.0,-0.5130005,-0.94213104,-2.1139908,0.0,-0.87979126,0.094314575,0.0,-0.11299133,0.8050842,-1.1396103,0.0,-1.1671867,0.25038147,0.0,-0.3350296,0.5965042,-0.82089996,-0.3531494,-0.27773285,2.0798187,0.0,-2.311905,0.0,-1.5520935,-0.06059265,0.0,0.11721802,0.0,-2.317566,0.0,-0.24620438,-0.10322571,-0.054214478,0.0,0.0,-1.7738533,-1.0535889,-1.2017937,-0.97146606,0.39248657,1.4787521,0.12376404,-1.9393082,-0.80952835,-1.9686394,0.0,-0.85342026,1.0526581,0.88599014,-0.85111237,-2.196003,-2.3390427,-1.1526833,-0.8094177,2.2604904,-1.4008713,-1.7247963,-3.110283,-0.56546783,-1.1721344,-0.12661743,2.4807663,0.019721985,-2.1112976,-0.37649918,-0.2882843,-0.11101532,-1.2861176,0.0,0.0,-2.263733,-1.3530807,-0.52778244,-0.19379807,-0.26444244,1.9429321,0.0,-1.1777344,-0.72872543,-0.8580322,0.0,-1.0577621,1.2348099,-1.1441154,-3.5270538,-0.28256607,-0.48960876,-0.045101166,-1.1143951,0.58628845,-0.17973328,-2.0825691,0.0,-2.280323,-0.21505737,-4.0063286,0.74086,-1.3440666,-2.388977,0.0,-0.20527649,-0.4653778,-4.0654945,0.26740265,-0.3050995,-1.3990479,0.0,-2.0738297,-0.021095276,-3.5152435,0.99090576,-0.37930298,-2.1097107,0.0,-2.868637,-1.3927917,-2.4228134,0.74079895,-0.055374146,-1.420578,0.0,-3.0406342,-1.2576065,-1.805603,0.24784851,-3.2169113,-3.4433365,0.0,-3.2876587,-1.1203766,-0.44560242,2.5914001,-2.1464539,-3.4045563,0.0,-4.289276,-0.49734497,-0.4330902,1.0737991,-1.3826294,-3.433609,0.0,-4.3687134,-0.2171936,-0.3915558,0.5846939,-0.46269226,-3.604889
Apr-18,0.0,-2.9216537,-1.2725525,0.0,0.19352722,-0.46137238,-3.1175919,-0.38089752,-2.006485,-1.9396362,-2.2824097,1.3011703,-2.0950928,-1.5778046,-0.1623764,-1.0932007,-1.1398926,0.0,1.1480713,-2.2802734,-1.0890198,-0.14183044,-2.8869324,-0.55623627,-1.0968246,1.2917709,0.20594025,-1.2405777,-0.7232895,-3.8684502,-0.47647858,-2.0540543,1.3442307,-1.4604721,-2.9480133,-0.18352509,-2.6178207,-0.13014221,-1.458107,1.1123657,-0.15451813,-0.8833008,-0.79689026,-2.1413498,-0.3245926,-0.8007431,1.0954437,-0.39869308,-2.007965,0.0,-1.3996048,-1.4026184,-0.76047516,1.2357407,-0.12809753,-1.4463501,-0.58304214,-2.6264458,-1.8865738,-2.2634048,0.45455933,-0.7386627,-2.3783722,-0.2802658,-2.2525253,-1.0879211,-1.4628296,1.2967682,0.0,-1.7799454,-1.9156342,-1.3629112,-1.6300964,-1.8004417,0.74619293,-0.17166138,-1.0110741,-1.9183769,-1.1643867,-2.5301514,-0.080257416,0.8941231,-0.3708992,-1.9731445,-2.1062393,-2.0143433,-0.42736816,-0.9461975,1.1521378,0.0,-0.6590195,-3.0820541,-2.2015533,-0.49108887,-0.08739853,0.45840454,0.0,-1.4602509,-2.9477386,-3.3215485,-0.72086334,-0.3048706,0.7983246,0.0,-2.3200912,-0.66664886,-1.5690651,-0.21643066,-1.0969849,1.3079224,-0.4379158,-3.169941,-0.07608032,-1.8086243,-0.27729034,-2.303009,1.0773735,-1.523529,-2.1630478,-2.4781837,-1.1933365,-0.36013794,0.0,0.13480377,-2.303009,-0.721962,-1.7395172,-3.9073334,-0.61183167,-2.5467453,0.6421509,0.0,-0.61660767,-1.432457,-3.8158875,-0.8645706,-2.6844482,0.7828293,0.0,-0.52311707,-0.26065063,-3.2165222,-0.0057678223,-1.3440704,0.47554016,0.0,-0.5828247,-0.140625,-3.2247086,-0.63430023,0.0,0.47637177,-0.07064819,-0.9230118,-0.31954193,-1.0103607,-0.45302582,-0.6304016,1.3814774,0.0,-1.0684204,0.0,-1.9187622,-0.17830658,0.085357666,1.8927841,0.0,-4.826515
Apr-19,0.0,-2.1465073,-0.23467255,0.0,1.88591,0.0,-4.947365,0.2562561,-0.57891846,-0.17292786,0.0,1.8215332,-1.7445679,-5.153572,-1.2435989,-1.6526184,-0.70747375,0.0,0.73740387,0.0,-4.70961,-1.6500854,-1.5766525,-0.74931335,0.28883362,0.22384644,0.0,-4.6184387,0.0,-2.5135574,-0.19786072,-0.508667,0.8140259,-1.2365723,-4.90271,-1.2260132,-2.7731628,-0.94487,0.67609406,0.100631714,-2.0849915,-3.2620544,-1.1581192,-0.65011597,-1.1848755,0.2642212,0.6879616,-2.152607,-2.4776917,-0.890934,-0.6465454,-0.34255219,0.8408928,0.6710472,-0.0916214,-2.309433,-1.3830147,-0.09063721,-0.4663086,1.4905701,1.0541382,-0.049713135,-3.6978302,-1.1051712,-1.2311249,-0.8243637,1.645092,0.2542801,0.0,-1.1112137,-0.3506279,-0.15007019,-0.5822754,-0.0053863525,0.93735504,0.0,-3.7696838,-1.0221672,-1.957489,-0.4241295,0.0,0.084537506,-0.27158356,-2.660778,-0.95783997,-1.7433624,-0.87044525,0.0,0.8022194,-1.1730118,-4.0833435,-0.79766464,-0.8484192,-0.21016693,-1.8222427,1.3509903,-2.0653763,-3.3190804,-0.70757675,-0.32392883,-0.6138611,-0.89488983,2.0793304,-1.2641373,-1.3823547,-0.41967773,-1.7892876,-0.5512924,-0.15386581,0.40166473,-3.227726,-2.031868,-0.68785095,0.0,-1.4250946,0.0,0.80392456,-0.026916504,-0.73812103,-0.121284485,-0.3010254,-1.2769928,0.0,0.34277344,-2.4744492,0.0,0.0,-1.6523438,-3.618393,0.0,0.5242691,-1.1949234,-0.20231628,0.0,-2.3073578,-1.9751816,0.0,0.0,-1.0879822,-0.9094467,-0.6611023,-1.8364716,-0.7291107,0.0,0.0,-1.1896057,-1.9104156,-1.0638046,-1.6261902,-0.2529068,0.0,0.77734375,-1.1747742,-0.56876373,-0.81199646,-1.2427673,-0.14105988,0.0,0.0,-0.59908295,-1.6066895,-0.34783173,-0.80474854,-0.51371765,0.0,1.1984482,-0.121788025,-0.47543335
Apr-20,-1.513916,-0.7941971,-0.09513855,0.0,1.6487732,-0.41978455,-1.2402496,0.0,0.0,-0.41313934,0.06059265,1.7096329,-1.0791321,-1.9307327,-0.075027466,-0.60139465,-0.37957764,0.0,0.0,-0.7139969,-1.4156952,-0.5747528,0.0,-1.4471741,0.0,0.32772827,-1.940567,-1.7997742,-1.0241394,0.0,-1.6636047,2.4471474,0.15616608,-1.7171097,-1.5228195,-0.3299179,0.0,-0.053718567,1.4802399,0.021972656,-0.044281006,-2.2935638,-1.0389862,0.0,-2.0057755,0.0,1.5961533,-0.08382416,-1.7419434,0.543663,0.0,-1.4325027,0.0,0.0,-1.8776703,-0.92472076,0.0,-1.5918121,-1.4347076,0.0,1.1633377,-0.8044739,-0.898674,-1.1178055,0.0,-1.0919304,0.0,0.2269249,-0.6679115,-0.20978165,-0.17825317,-1.5483017,-0.07728577,2.3090515,0.22890472,-0.4955902,-1.9911041,-0.2590027,-0.5058632,0.0,0.9290619,1.442997,-0.64863586,-1.9919891,-0.053340912,-0.20192719,0.0,0.0,0.68834686,-1.3788986,-2.187046,-0.49290085,-1.06633,0.0,0.0,0.63160324,-0.72317505,-2.2398949,0.0,-0.24884033,-0.8412781,1.183445,0.7945862,0.0,-2.0921288,0.0,-2.0623512,1.0856171,1.9971504,0.0,-0.042411804,-0.93416595,0.0,-0.6863136,0.24724579,2.8468857,0.85813904,0.0,-0.3128357,0.0,-0.008682251,0.0,3.3249054,1.8309326,0.0,0.03252411,0.0,-1.4966583,0.7062607,3.3814316,0.9862976,0.0,0.05706787,0.0,-0.61511993,-0.6775818,3.1904297,0.0,0.0,0.111953735,0.0,-1.3371964,-1.3382492,3.1886215,2.5719604,2.968338,0.0,0.0,0.0,-0.29075623,2.8976898,1.3267136,3.6813507,0.0,0.0,0.4991684,-0.7074585,2.3677673,0.28916168,0.0,0.0,0.0,-0.13392639,-1.0151825,1.9813232,0.030822754,3.9923172,0.0
Apr-21,0.0,-0.43803406,-1.0055237,0.77645874,0.0,3.2948532,-0.008293152,0.0,-1.288971,-1.1345673,0.4497223,0.026695251,2.7615814,-0.3255844,0.0,-1.6504745,0.20175934,0.3563919,0.03174591,2.6900024,-0.65138245,0.0,-1.5599442,-0.10975647,0.0,0.0,2.5673904,-0.6455078,0.0,-1.2457428,0.0,0.19367981,0.0,1.8374634,0.27624512,0.0,0.0,0.0,0.2510376,0.0,1.3614197,0.0,0.0,0.0,0.0,0.43428802,0.0,1.6998062,0.0,0.0,0.0,0.0,0.05872345,0.0,2.5450974,0.0,-0.83639526,-0.08975601,0.0,0.0,0.0,0.81079483,0.4695053,-0.98696136,0.0,0.0,0.52553177,-0.12700272,0.88977814,0.0,-0.07344818,0.0,0.0,0.2732849,-0.46268845,0.15732574,0.0,-0.67505646,0.0,0.0,0.0,0.0,0.16287231,-0.16693497,-0.42764282,-0.18231964,-0.076301575,0.75096893,-0.0116996765,0.0,-0.07184982,-0.37540436,-1.4464607,0.6525879,0.016479492,0.0,0.0,-0.5714531,0.0,0.0,0.0,0.04718399,0.0,0.0,-0.67137146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4214325,0.38111877,0.0,0.8521538,0.0,0.0,0.0,0.8588104,0.0,0.34596252,1.1169281,0.0,0.0,0.0,0.79315186,0.0,0.0,1.4091644,0.0,0.0,0.0,0.27433014,0.0,0.29371643,1.0510559,0.0,0.0,1.5214462,0.0,0.0,0.62984467,0.8712158,0.0,0.0,1.3026428,0.5805664,0.0,0.57876587,0.0,0.0,0.0,0.7327347,0.35727692,0.20995331,0.0,-0.22148132,0.0,0.0,-0.0012664795,1.1351624,0.0,0.0,-0.7004318,0.0,0.0,0.0
Apr-22,1.2250824,0.0,0.0,0.0,0.0,0.0,0.0,1.3345032,0.0,0.5554733,0.5798569,0.0,0.0,-0.42368317,0.37319946,0.0,0.0,0.4544525,0.0,0.0,0.03224182,0.0,0.8405075,0.0,0.6534729,0.0,0.0,0.0015411377,0.30343628,0.0,0.90483093,0.7723999,0.0,0.0,0.0,1.328743,0.0,1.519577,0.0,0.0,-0.3086548,-0.06135559,2.1505737,0.0,0.5741501,0.1929779,0.0,0.0,-1.3863144,2.082573,0.0,0.0,0.0,-0.01966095,0.0,-0.9805298,0.050376892,0.0,0.0,0.0,-0.04553604,0.0,-0.24389648,0.58628845,1.7135353,0.0,0.0,-0.39017868,-1.7821999,-1.8416367,0.5171814,0.0,0.0,0.0,0.0,-1.2950668,-1.734581,0.56744385,0.0,0.0,0.4902649,0.0,-0.52201843,-1.966774,0.0,0.0,0.39588928,0.1647377,0.0,-0.55623627,0.0,0.94718933,0.0,0.21593857,0.3217888,0.0,-0.48097992,0.0,0.26493835,0.910656,0.63357925,0.27669144,0.0,0.0,0.0,1.0739136,0.42313766,0.0,0.9986038,0.0,0.0,0.0,0.224617,-1.8533936,0.0,0.24900436,0.0,-2.6292458,-0.52217865,0.0,0.0,0.0,1.3031387,0.0,-1.6933212,-0.79299164,0.0,0.0,0.0,0.7700348,0.0,-1.1196136,-2.3305817,0.0,0.0,0.0,0.0,0.0,0.0,-0.42747498,0.0,-1.3320923,0.0,0.24977112,0.0,-3.242508,-0.28915405,0.0,-1.2108002,0.0,0.11244202,0.0,-1.7206802,-0.73970795,0.0,-0.6807709,0.0,0.0,0.0,-0.6423645,-0.6100769,-0.012252808,-0.54662323,0.0,0.0,0.0,0.0,-1.1574097
